Perioden,Regio's,Gemiddelde woningwaarde (1 000 euro)
2018**,Maarn,
2019*,Maarn,
2020*,Maarn,
1997,Maarssen,105
1998,Maarssen,104
1999,Maarssen,105
2000,Maarssen,105
2001,Maarssen,161
2002,Maarssen,162
2003,Maarssen,162
2004,Maarssen,163
2005,Maarssen,233
2006,Maarssen,232
2007,Maarssen,246
2008,Maarssen,262
2009,Maarssen,271
2010,Maarssen,276
2011,Maarssen,
2012,Maarssen,
2013,Maarssen,
2014,Maarssen,
2015,Maarssen,
2016,Maarssen,
2017,Maarssen,
2018**,Maarssen,
2019*,Maarssen,
2020*,Maarssen,
1997,Maartensdijk,137
1998,Maartensdijk,136
1999,Maartensdijk,136
2000,Maartensdijk,136
2001,Maartensdijk,
2002,Maartensdijk,
2003,Maartensdijk,
2004,Maartensdijk,
2005,Maartensdijk,
2006,Maartensdijk,
2007,Maartensdijk,
2008,Maartensdijk,
2009,Maartensdijk,
2010,Maartensdijk,
2011,Maartensdijk,
2012,Maartensdijk,
2013,Maartensdijk,
2014,Maartensdijk,
2015,Maartensdijk,
2016,Maartensdijk,
2017,Maartensdijk,
2018**,Maartensdijk,
2019*,Maartensdijk,
2020*,Maartensdijk,
1997,Maasbracht,91
1998,Maasbracht,91
1999,Maasbracht,91
2000,Maasbracht,91
2001,Maasbracht,142
2002,Maasbracht,142
2003,Maasbracht,143
2004,Maasbracht,143
2005,Maasbracht,193
2006,Maasbracht,193
2007,Maasbracht,
2008,Maasbracht,
2009,Maasbracht,
2010,Maasbracht,
2011,Maasbracht,
2012,Maasbracht,
2013,Maasbracht,
2014,Maasbracht,
2015,Maasbracht,
2016,Maasbracht,
2017,Maasbracht,
2018**,Maasbracht,
2019*,Maasbracht,
2020*,Maasbracht,
1997,Maasbree,105
1998,Maasbree,106
1999,Maasbree,106
2000,Maasbree,107
2001,Maasbree,153
2002,Maasbree,153
2003,Maasbree,154
2004,Maasbree,155
2005,Maasbree,212
2006,Maasbree,213
2007,Maasbree,234
2008,Maasbree,253
2009,Maasbree,259
2010,Maasbree,
2011,Maasbree,
2012,Maasbree,
2013,Maasbree,
2014,Maasbree,
2015,Maasbree,
2016,Maasbree,
2017,Maasbree,
2018**,Maasbree,
2019*,Maasbree,
2020*,Maasbree,
1997,Maasdonk,85
1998,Maasdonk,86
1999,Maasdonk,86
2000,Maasdonk,87
2001,Maasdonk,192
2002,Maasdonk,192
2003,Maasdonk,193
2004,Maasdonk,193
2005,Maasdonk,295
2006,Maasdonk,291
2007,Maasdonk,326
2008,Maasdonk,355
2009,Maasdonk,363
2010,Maasdonk,363
2011,Maasdonk,349
2012,Maasdonk,340
2013,Maasdonk,325
2014,Maasdonk,312
2015,Maasdonk,
2016,Maasdonk,
2017,Maasdonk,
2018**,Maasdonk,
2019*,Maasdonk,
2020*,Maasdonk,
1997,Maasdriel,91
1998,Maasdriel,90
1999,Maasdriel,88
2000,Maasdriel,87
2001,Maasdriel,165
2002,Maasdriel,165
2003,Maasdriel,165
2004,Maasdriel,166
2005,Maasdriel,271
2006,Maasdriel,270
2007,Maasdriel,287
2008,Maasdriel,307
2009,Maasdriel,313
2010,Maasdriel,311
2011,Maasdriel,306
2012,Maasdriel,292
2013,Maasdriel,280
2014,Maasdriel,265
2015,Maasdriel,253
2016,Maasdriel,255
2017,Maasdriel,255
2018**,Maasdriel,260
2019*,Maasdriel,271
2020*,Maasdriel,299
1997,Maasgouw,
1998,Maasgouw,
1999,Maasgouw,
2000,Maasgouw,
2001,Maasgouw,
2002,Maasgouw,
2003,Maasgouw,
2004,Maasgouw,
2005,Maasgouw,
2006,Maasgouw,
2007,Maasgouw,210
2008,Maasgouw,223
2009,Maasgouw,226
2010,Maasgouw,226
2011,Maasgouw,222
2012,Maasgouw,217
2013,Maasgouw,209
2014,Maasgouw,202
2015,Maasgouw,196
2016,Maasgouw,196
2017,Maasgouw,204
2018**,Maasgouw,207
2019*,Maasgouw,218
2020*,Maasgouw,236
1997,Maasland,115
1998,Maasland,115
1999,Maasland,116
2000,Maasland,117
2001,Maasland,186
2002,Maasland,
2003,Maasland,
2004,Maasland,
2005,Maasland,
2006,Maasland,
2007,Maasland,
2008,Maasland,
2009,Maasland,
2010,Maasland,
2011,Maasland,
2012,Maasland,
2013,Maasland,
2014,Maasland,
2015,Maasland,
2016,Maasland,
2017,Maasland,
2018**,Maasland,
2019*,Maasland,
2020*,Maasland,
1997,Maassluis,80
1998,Maassluis,80
1999,Maassluis,81
2000,Maassluis,82
2001,Maassluis,112
2002,Maassluis,113
2003,Maassluis,115
2004,Maassluis,116
2005,Maassluis,172
2006,Maassluis,173
2007,Maassluis,194
2008,Maassluis,210
2009,Maassluis,216
2010,Maassluis,214
2011,Maassluis,206
2012,Maassluis,203
2013,Maassluis,197
2014,Maassluis,186
2015,Maassluis,182
2016,Maassluis,185
2017,Maassluis,189
2018**,Maassluis,198
2019*,Maassluis,211
2020*,Maassluis,226
1997,Maastricht,77
1998,Maastricht,78
1999,Maastricht,78
2000,Maastricht,79
2001,Maastricht,126
2002,Maastricht,127
2003,Maastricht,128
2004,Maastricht,128
2005,Maastricht,177
2006,Maastricht,177
2007,Maastricht,189
2008,Maastricht,201
2009,Maastricht,206
2010,Maastricht,205
2011,Maastricht,201
2012,Maastricht,197
2013,Maastricht,188
2014,Maastricht,177
2015,Maastricht,174
2016,Maastricht,179
2017,Maastricht,184
2018**,Maastricht,196
2019*,Maastricht,207
2020*,Maastricht,224
1997,Made,90
1998,Made,90
1999,Made,
2000,Made,
2001,Made,
2002,Made,
2003,Made,
2004,Made,
2005,Made,
2006,Made,
2007,Made,
2008,Made,
2009,Made,
2010,Made,
2011,Made,
2012,Made,
2013,Made,
2014,Made,
2015,Made,
2016,Made,
2017,Made,
2018**,Made,
2019*,Made,
2020*,Made,
1997,Margraten,116
1998,Margraten,116
1999,Margraten,116
2000,Margraten,117
2001,Margraten,174
2002,Margraten,174
2003,Margraten,174
2004,Margraten,175
2005,Margraten,244
2006,Margraten,245
2007,Margraten,268
2008,Margraten,282
2009,Margraten,288
2010,Margraten,285
2011,Margraten,
2012,Margraten,
2013,Margraten,
2014,Margraten,
2015,Margraten,
2016,Margraten,
2017,Margraten,
2018**,Margraten,
2019*,Margraten,
2020*,Margraten,
1997,Markelo,102
1998,Markelo,100
1999,Markelo,102
2000,Markelo,102
2001,Markelo,
2002,Markelo,
2003,Markelo,
2004,Markelo,
2005,Markelo,
2006,Markelo,
2007,Markelo,
2008,Markelo,
2009,Markelo,
2010,Markelo,
2011,Markelo,
2012,Markelo,
2013,Markelo,
2014,Markelo,
2015,Markelo,
2016,Markelo,
2017,Markelo,
2018**,Markelo,
2019*,Markelo,
2020*,Markelo,
1997,De Marne,46
1998,De Marne,47
1999,De Marne,47
2000,De Marne,47
2001,De Marne,80
2002,De Marne,80
2003,De Marne,81
2004,De Marne,81
2005,De Marne,128
2006,De Marne,128
2007,De Marne,144
2008,De Marne,157
2009,De Marne,164
2010,De Marne,161
2011,De Marne,160
2012,De Marne,159
2013,De Marne,156
2014,De Marne,145
2015,De Marne,142
2016,De Marne,140
2017,De Marne,139
2018**,De Marne,142
2019*,De Marne,
2020*,De Marne,
1997,Marum,78
1998,Marum,78
1999,Marum,79
2000,Marum,80
2001,Marum,131
2002,Marum,132
2003,Marum,133
2004,Marum,136
2005,Marum,204
2006,Marum,205
2007,Marum,220
2008,Marum,244
2009,Marum,249
2010,Marum,246
2011,Marum,239
2012,Marum,234
2013,Marum,224
2014,Marum,215
2015,Marum,206
2016,Marum,209
2017,Marum,218
2018**,Marum,221
2019*,Marum,
2020*,Marum,
1997,Maurik,106
1998,Maurik,106
1999,Maurik,
2000,Maurik,
2001,Maurik,
2002,Maurik,
2003,Maurik,
2004,Maurik,
2005,Maurik,
2006,Maurik,
2007,Maurik,
2008,Maurik,
2009,Maurik,
2010,Maurik,
2011,Maurik,
2012,Maurik,
2013,Maurik,
2014,Maurik,
2015,Maurik,
2016,Maurik,
2017,Maurik,
2018**,Maurik,
2019*,Maurik,
2020*,Maurik,
1997,Medemblik,74
1998,Medemblik,78
1999,Medemblik,78
2000,Medemblik,78
2001,Medemblik,119
2002,Medemblik,120
2003,Medemblik,120
2004,Medemblik,121
2005,Medemblik,191
2006,Medemblik,193
2007,Medemblik,233
2008,Medemblik,245
2009,Medemblik,255
2010,Medemblik,262
2011,Medemblik,245
2012,Medemblik,241
2013,Medemblik,236
2014,Medemblik,218
2015,Medemblik,211
2016,Medemblik,212
2017,Medemblik,217
2018**,Medemblik,221
2019*,Medemblik,239
2020*,Medemblik,265
1997,Meerlo-Wanssum,98
1998,Meerlo-Wanssum,97
1999,Meerlo-Wanssum,99
2000,Meerlo-Wanssum,100
2001,Meerlo-Wanssum,156
2002,Meerlo-Wanssum,157
2003,Meerlo-Wanssum,157
2004,Meerlo-Wanssum,158
2005,Meerlo-Wanssum,215
2006,Meerlo-Wanssum,216
2007,Meerlo-Wanssum,247
2008,Meerlo-Wanssum,257
2009,Meerlo-Wanssum,263
2010,Meerlo-Wanssum,
2011,Meerlo-Wanssum,
2012,Meerlo-Wanssum,
2013,Meerlo-Wanssum,
2014,Meerlo-Wanssum,
2015,Meerlo-Wanssum,
2016,Meerlo-Wanssum,
2017,Meerlo-Wanssum,
2018**,Meerlo-Wanssum,
2019*,Meerlo-Wanssum,
2020*,Meerlo-Wanssum,
1997,Meerssen,107
1998,Meerssen,107
1999,Meerssen,108
2000,Meerssen,108
2001,Meerssen,164
2002,Meerssen,164
2003,Meerssen,164
2004,Meerssen,165
2005,Meerssen,215
2006,Meerssen,216
2007,Meerssen,234
2008,Meerssen,251
2009,Meerssen,262
2010,Meerssen,260
2011,Meerssen,255
2012,Meerssen,249
2013,Meerssen,239
2014,Meerssen,225
2015,Meerssen,215
2016,Meerssen,221
2017,Meerssen,223
2018**,Meerssen,238
2019*,Meerssen,250
2020*,Meerssen,265
1997,Meierijstad,
1998,Meierijstad,
1999,Meierijstad,
2000,Meierijstad,
2001,Meierijstad,
2002,Meierijstad,
2003,Meierijstad,
2004,Meierijstad,
2005,Meierijstad,
2006,Meierijstad,
2007,Meierijstad,
2008,Meierijstad,
2009,Meierijstad,
2010,Meierijstad,
2011,Meierijstad,
2012,Meierijstad,
2013,Meierijstad,
2014,Meierijstad,
2015,Meierijstad,
2016,Meierijstad,
2017,Meierijstad,255
2018**,Meierijstad,260
2019*,Meierijstad,277
2020*,Meierijstad,289
1997,Meijel,101
1998,Meijel,101
1999,Meijel,101
2000,Meijel,102
2001,Meijel,160
2002,Meijel,162
2003,Meijel,162
2004,Meijel,165
2005,Meijel,234
2006,Meijel,232
2007,Meijel,252
2008,Meijel,267
2009,Meijel,279
2010,Meijel,
2011,Meijel,
2012,Meijel,
2013,Meijel,
2014,Meijel,
2015,Meijel,
2016,Meijel,
2017,Meijel,
2018**,Meijel,
2019*,Meijel,
2020*,Meijel,
1997,Menaldumadeel,57
1998,Menaldumadeel,57
1999,Menaldumadeel,58
2000,Menaldumadeel,59
2001,Menaldumadeel,99
2002,Menaldumadeel,100
2003,Menaldumadeel,100
2004,Menaldumadeel,101
2005,Menaldumadeel,160
2006,Menaldumadeel,161
2007,Menaldumadeel,175
2008,Menaldumadeel,190
2009,Menaldumadeel,194
2010,Menaldumadeel,191
2011,Menaldumadeel,
2012,Menaldumadeel,
2013,Menaldumadeel,
2014,Menaldumadeel,
2015,Menaldumadeel,
2016,Menaldumadeel,
2017,Menaldumadeel,
2018**,Menaldumadeel,
2019*,Menaldumadeel,
2020*,Menaldumadeel,
1997,Menameradiel,
1998,Menameradiel,
1999,Menameradiel,
2000,Menameradiel,
2001,Menameradiel,
2002,Menameradiel,
2003,Menameradiel,
2004,Menameradiel,
2005,Menameradiel,
2006,Menameradiel,
2007,Menameradiel,
2008,Menameradiel,
2009,Menameradiel,
2010,Menameradiel,
2011,Menameradiel,188
2012,Menameradiel,185
2013,Menameradiel,177
2014,Menameradiel,167
2015,Menameradiel,163
2016,Menameradiel,164
2017,Menameradiel,167
2018**,Menameradiel,
2019*,Menameradiel,
2020*,Menameradiel,
1997,Menterwolde,52
1998,Menterwolde,53
1999,Menterwolde,54
2000,Menterwolde,56
2001,Menterwolde,92
2002,Menterwolde,93
2003,Menterwolde,94
2004,Menterwolde,95
2005,Menterwolde,152
2006,Menterwolde,151
2007,Menterwolde,159
2008,Menterwolde,169
2009,Menterwolde,176
2010,Menterwolde,177
2011,Menterwolde,174
2012,Menterwolde,172
2013,Menterwolde,168
2014,Menterwolde,156
2015,Menterwolde,145
2016,Menterwolde,143
2017,Menterwolde,164
2018**,Menterwolde,
2019*,Menterwolde,
2020*,Menterwolde,
1997,Meppel,67
1998,Meppel,70
1999,Meppel,70
2000,Meppel,71
2001,Meppel,106
2002,Meppel,107
2003,Meppel,107
2004,Meppel,107
2005,Meppel,176
2006,Meppel,176
2007,Meppel,193
2008,Meppel,205
2009,Meppel,213
2010,Meppel,213
2011,Meppel,210
2012,Meppel,203
2013,Meppel,197
2014,Meppel,190
2015,Meppel,182
2016,Meppel,182
2017,Meppel,186
2018**,Meppel,190
2019*,Meppel,200
2020*,Meppel,213
1997,Middelburg (Z.),71
1998,Middelburg (Z.),72
1999,Middelburg (Z.),72
2000,Middelburg (Z.),72
2001,Middelburg (Z.),102
2002,Middelburg (Z.),103
2003,Middelburg (Z.),104
2004,Middelburg (Z.),104
2005,Middelburg (Z.),137
2006,Middelburg (Z.),137
2007,Middelburg (Z.),161
2008,Middelburg (Z.),172
2009,Middelburg (Z.),178
2010,Middelburg (Z.),178
2011,Middelburg (Z.),176
2012,Middelburg (Z.),188
2013,Middelburg (Z.),184
2014,Middelburg (Z.),177
2015,Middelburg (Z.),172
2016,Middelburg (Z.),172
2017,Middelburg (Z.),177
2018**,Middelburg (Z.),181
2019*,Middelburg (Z.),190
2020*,Middelburg (Z.),201
1997,Middelharnis,78
1998,Middelharnis,78
1999,Middelharnis,78
2000,Middelharnis,79
2001,Middelharnis,119
2002,Middelharnis,120
2003,Middelharnis,120
2004,Middelharnis,121
2005,Middelharnis,182
2006,Middelharnis,184
2007,Middelharnis,207
2008,Middelharnis,217
2009,Middelharnis,236
2010,Middelharnis,233
2011,Middelharnis,229
2012,Middelharnis,223
2013,Middelharnis,
2014,Middelharnis,
2015,Middelharnis,
2016,Middelharnis,
2017,Middelharnis,
2018**,Middelharnis,
2019*,Middelharnis,
2020*,Middelharnis,
1997,Midden-Delfland,
1998,Midden-Delfland,
1999,Midden-Delfland,
2000,Midden-Delfland,
2001,Midden-Delfland,
2002,Midden-Delfland,
2003,Midden-Delfland,
2004,Midden-Delfland,175
2005,Midden-Delfland,269
2006,Midden-Delfland,272
2007,Midden-Delfland,294
2008,Midden-Delfland,308
2009,Midden-Delfland,317
2010,Midden-Delfland,326
2011,Midden-Delfland,317
2012,Midden-Delfland,307
2013,Midden-Delfland,297
2014,Midden-Delfland,281
2015,Midden-Delfland,276
2016,Midden-Delfland,280
2017,Midden-Delfland,282
2018**,Midden-Delfland,304
2019*,Midden-Delfland,326
2020*,Midden-Delfland,356
1997,Midden-Drenthe,
1998,Midden-Drenthe,
1999,Midden-Drenthe,
2000,Midden-Drenthe,72
2001,Midden-Drenthe,125
2002,Midden-Drenthe,125
2003,Midden-Drenthe,125
2004,Midden-Drenthe,127
2005,Midden-Drenthe,182
2006,Midden-Drenthe,188
2007,Midden-Drenthe,207
2008,Midden-Drenthe,218
2009,Midden-Drenthe,226
2010,Midden-Drenthe,228
2011,Midden-Drenthe,227
2012,Midden-Drenthe,222
2013,Midden-Drenthe,213
2014,Midden-Drenthe,202
2015,Midden-Drenthe,194
2016,Midden-Drenthe,192
2017,Midden-Drenthe,196
2018**,Midden-Drenthe,201
2019*,Midden-Drenthe,212
2020*,Midden-Drenthe,225
1997,Midden-Groningen,
1998,Midden-Groningen,
1999,Midden-Groningen,
2000,Midden-Groningen,
2001,Midden-Groningen,
2002,Midden-Groningen,
2003,Midden-Groningen,
2004,Midden-Groningen,
2005,Midden-Groningen,
2006,Midden-Groningen,
2007,Midden-Groningen,
2008,Midden-Groningen,
2009,Midden-Groningen,
2010,Midden-Groningen,
2011,Midden-Groningen,
2012,Midden-Groningen,
2013,Midden-Groningen,
2014,Midden-Groningen,
2015,Midden-Groningen,
2016,Midden-Groningen,
2017,Midden-Groningen,
2018**,Midden-Groningen,153
2019*,Midden-Groningen,168
2020*,Midden-Groningen,172
1997,Middenveld,
1998,Middenveld,71
1999,Middenveld,72
2000,Middenveld,
2001,Middenveld,
2002,Middenveld,
2003,Middenveld,
2004,Middenveld,
2005,Middenveld,
2006,Middenveld,
2007,Middenveld,
2008,Middenveld,
2009,Middenveld,
2010,Middenveld,
2011,Middenveld,
2012,Middenveld,
2013,Middenveld,
2014,Middenveld,
2015,Middenveld,
2016,Middenveld,
2017,Middenveld,
2018**,Middenveld,
2019*,Middenveld,
2020*,Middenveld,
1997,Mierlo,106
1998,Mierlo,106
1999,Mierlo,107
2000,Mierlo,107
2001,Mierlo,175
2002,Mierlo,
2003,Mierlo,
2004,Mierlo,
2005,Mierlo,
2006,Mierlo,
2007,Mierlo,
2008,Mierlo,
2009,Mierlo,
2010,Mierlo,
2011,Mierlo,
2012,Mierlo,
2013,Mierlo,
2014,Mierlo,
2015,Mierlo,
2016,Mierlo,
2017,Mierlo,
2018**,Mierlo,
2019*,Mierlo,
2020*,Mierlo,
1997,Mill en Sint Hubert,105
1998,Mill en Sint Hubert,104
1999,Mill en Sint Hubert,104
2000,Mill en Sint Hubert,104
2001,Mill en Sint Hubert,178
2002,Mill en Sint Hubert,179
2003,Mill en Sint Hubert,180
2004,Mill en Sint Hubert,181
2005,Mill en Sint Hubert,266
2006,Mill en Sint Hubert,267
2007,Mill en Sint Hubert,292
2008,Mill en Sint Hubert,305
2009,Mill en Sint Hubert,311
2010,Mill en Sint Hubert,305
2011,Mill en Sint Hubert,293
2012,Mill en Sint Hubert,282
2013,Mill en Sint Hubert,271
2014,Mill en Sint Hubert,255
2015,Mill en Sint Hubert,247
2016,Mill en Sint Hubert,238
2017,Mill en Sint Hubert,243
2018**,Mill en Sint Hubert,249
2019*,Mill en Sint Hubert,261
2020*,Mill en Sint Hubert,272
1997,Millingen aan de Rijn,61
1998,Millingen aan de Rijn,63
1999,Millingen aan de Rijn,63
2000,Millingen aan de Rijn,63
2001,Millingen aan de Rijn,139
2002,Millingen aan de Rijn,140
2003,Millingen aan de Rijn,140
2004,Millingen aan de Rijn,140
2005,Millingen aan de Rijn,205
2006,Millingen aan de Rijn,204
2007,Millingen aan de Rijn,213
2008,Millingen aan de Rijn,221
2009,Millingen aan de Rijn,222
2010,Millingen aan de Rijn,218
2011,Millingen aan de Rijn,210
2012,Millingen aan de Rijn,203
2013,Millingen aan de Rijn,192
2014,Millingen aan de Rijn,178
2015,Millingen aan de Rijn,
2016,Millingen aan de Rijn,
2017,Millingen aan de Rijn,
2018**,Millingen aan de Rijn,
2019*,Millingen aan de Rijn,
2020*,Millingen aan de Rijn,
1997,Moerdijk,
1998,Moerdijk,
1999,Moerdijk,82
2000,Moerdijk,82
2001,Moerdijk,142
2002,Moerdijk,143
2003,Moerdijk,144
2004,Moerdijk,145
2005,Moerdijk,201
2006,Moerdijk,200
2007,Moerdijk,222
2008,Moerdijk,235
2009,Moerdijk,244
2010,Moerdijk,242
2011,Moerdijk,230
2012,Moerdijk,226
2013,Moerdijk,222
2014,Moerdijk,213
2015,Moerdijk,206
2016,Moerdijk,207
2017,Moerdijk,211
2018**,Moerdijk,219
2019*,Moerdijk,227
2020*,Moerdijk,242
1997,Molenlanden,
1998,Molenlanden,
1999,Molenlanden,
2000,Molenlanden,
2001,Molenlanden,
2002,Molenlanden,
2003,Molenlanden,
2004,Molenlanden,
2005,Molenlanden,
2006,Molenlanden,
2007,Molenlanden,
2008,Molenlanden,
2009,Molenlanden,
2010,Molenlanden,
2011,Molenlanden,
2012,Molenlanden,
2013,Molenlanden,
2014,Molenlanden,
2015,Molenlanden,
2016,Molenlanden,
2017,Molenlanden,
2018**,Molenlanden,
2019*,Molenlanden,275
2020*,Molenlanden,287
1997,Molenwaard,
1998,Molenwaard,
1999,Molenwaard,
2000,Molenwaard,
2001,Molenwaard,
2002,Molenwaard,
2003,Molenwaard,
2004,Molenwaard,
2005,Molenwaard,
2006,Molenwaard,
2007,Molenwaard,
2008,Molenwaard,
2009,Molenwaard,
2010,Molenwaard,
2011,Molenwaard,
2012,Molenwaard,
2013,Molenwaard,260
2014,Molenwaard,246
2015,Molenwaard,241
2016,Molenwaard,240
2017,Molenwaard,244
2018**,Molenwaard,249
2019*,Molenwaard,
2020*,Molenwaard,
1997,Monster,94
1998,Monster,94
1999,Monster,95
2000,Monster,96
2001,Monster,147
2002,Monster,
2003,Monster,
2004,Monster,
2005,Monster,
2006,Monster,
2007,Monster,
2008,Monster,
2009,Monster,
2010,Monster,
2011,Monster,
2012,Monster,
2013,Monster,
2014,Monster,
2015,Monster,
2016,Monster,
2017,Monster,
2018**,Monster,
2019*,Monster,
2020*,Monster,
1997,Montferland,
1998,Montferland,
1999,Montferland,
2000,Montferland,
2001,Montferland,
2002,Montferland,
2003,Montferland,
2004,Montferland,
2005,Montferland,225
2006,Montferland,226
2007,Montferland,243
2008,Montferland,255
2009,Montferland,261
2010,Montferland,261
2011,Montferland,255
2012,Montferland,235
2013,Montferland,223
2014,Montferland,208
2015,Montferland,198
2016,Montferland,195
2017,Montferland,196
2018**,Montferland,202
2019*,Montferland,208
2020*,Montferland,218
1997,Montfoort,90
1998,Montfoort,90
1999,Montfoort,89
2000,Montfoort,91
2001,Montfoort,170
2002,Montfoort,170
2003,Montfoort,173
2004,Montfoort,174
2005,Montfoort,259
2006,Montfoort,260
2007,Montfoort,272
2008,Montfoort,291
2009,Montfoort,307
2010,Montfoort,311
2011,Montfoort,299
2012,Montfoort,298
2013,Montfoort,288
2014,Montfoort,263
2015,Montfoort,254
2016,Montfoort,256
2017,Montfoort,260
2018**,Montfoort,272
2019*,Montfoort,291
2020*,Montfoort,313
1997,Mook en Middelaar,118
1998,Mook en Middelaar,119
1999,Mook en Middelaar,119
2000,Mook en Middelaar,119
2001,Mook en Middelaar,189
2002,Mook en Middelaar,190
2003,Mook en Middelaar,190
2004,Mook en Middelaar,188
2005,Mook en Middelaar,287
2006,Mook en Middelaar,286
2007,Mook en Middelaar,302
2008,Mook en Middelaar,316
2009,Mook en Middelaar,327
2010,Mook en Middelaar,326
2011,Mook en Middelaar,318
2012,Mook en Middelaar,310
2013,Mook en Middelaar,295
2014,Mook en Middelaar,276
2015,Mook en Middelaar,261
2016,Mook en Middelaar,258
2017,Mook en Middelaar,265
2018**,Mook en Middelaar,277
2019*,Mook en Middelaar,291
2020*,Mook en Middelaar,308
1997,Moordrecht,83
1998,Moordrecht,83
1999,Moordrecht,84
2000,Moordrecht,86
2001,Moordrecht,152
2002,Moordrecht,153
2003,Moordrecht,154
2004,Moordrecht,153
2005,Moordrecht,221
2006,Moordrecht,224
2007,Moordrecht,238
2008,Moordrecht,256
2009,Moordrecht,259
2010,Moordrecht,
2011,Moordrecht,
2012,Moordrecht,
2013,Moordrecht,
2014,Moordrecht,
2015,Moordrecht,
2016,Moordrecht,
2017,Moordrecht,
2018**,Moordrecht,
2019*,Moordrecht,
2020*,Moordrecht,
1997,Muiden,105
1998,Muiden,105
1999,Muiden,106
2000,Muiden,106
2001,Muiden,219
2002,Muiden,219
2003,Muiden,218
2004,Muiden,218
2005,Muiden,314
2006,Muiden,313
2007,Muiden,327
2008,Muiden,358
2009,Muiden,372
2010,Muiden,372
2011,Muiden,362
2012,Muiden,353
2013,Muiden,332
2014,Muiden,306
2015,Muiden,298
2016,Muiden,
2017,Muiden,
2018**,Muiden,
2019*,Muiden,
2020*,Muiden,
1997,Naaldwijk,94
1998,Naaldwijk,95
1999,Naaldwijk,96
2000,Naaldwijk,98
2001,Naaldwijk,154
2002,Naaldwijk,
2003,Naaldwijk,
2004,Naaldwijk,
2005,Naaldwijk,
2006,Naaldwijk,
2007,Naaldwijk,
2008,Naaldwijk,
2009,Naaldwijk,
2010,Naaldwijk,
2011,Naaldwijk,
2012,Naaldwijk,
2013,Naaldwijk,
2014,Naaldwijk,
2015,Naaldwijk,
2016,Naaldwijk,
2017,Naaldwijk,
2018**,Naaldwijk,
2019*,Naaldwijk,
2020*,Naaldwijk,
1997,Naarden,147
1998,Naarden,145
1999,Naarden,145
2000,Naarden,145
2001,Naarden,244
2002,Naarden,244
2003,Naarden,245
2004,Naarden,245
2005,Naarden,352
2006,Naarden,354
2007,Naarden,379
2008,Naarden,419
2009,Naarden,436
2010,Naarden,442
2011,Naarden,428
2012,Naarden,413
2013,Naarden,390
2014,Naarden,367
2015,Naarden,367
2016,Naarden,
2017,Naarden,
2018**,Naarden,
2019*,Naarden,
2020*,Naarden,
1997,Neder-Betuwe,
1998,Neder-Betuwe,
1999,Neder-Betuwe,
2000,Neder-Betuwe,
2001,Neder-Betuwe,
2002,Neder-Betuwe,
2003,Neder-Betuwe,
2004,Neder-Betuwe,157
2005,Neder-Betuwe,232
2006,Neder-Betuwe,231
2007,Neder-Betuwe,247
2008,Neder-Betuwe,258
2009,Neder-Betuwe,264
2010,Neder-Betuwe,265
2011,Neder-Betuwe,256
2012,Neder-Betuwe,249
2013,Neder-Betuwe,237
2014,Neder-Betuwe,220
2015,Neder-Betuwe,214
2016,Neder-Betuwe,213
2017,Neder-Betuwe,224
2018**,Neder-Betuwe,232
2019*,Neder-Betuwe,246
2020*,Neder-Betuwe,260
1997,Nederhorst den Berg,133
1998,Nederhorst den Berg,133
1999,Nederhorst den Berg,133
2000,Nederhorst den Berg,134
2001,Nederhorst den Berg,196
2002,Nederhorst den Berg,
2003,Nederhorst den Berg,
2004,Nederhorst den Berg,
2005,Nederhorst den Berg,
2006,Nederhorst den Berg,
2007,Nederhorst den Berg,
2008,Nederhorst den Berg,
2009,Nederhorst den Berg,
2010,Nederhorst den Berg,
2011,Nederhorst den Berg,
2012,Nederhorst den Berg,
2013,Nederhorst den Berg,
2014,Nederhorst den Berg,
2015,Nederhorst den Berg,
2016,Nederhorst den Berg,
2017,Nederhorst den Berg,
2018**,Nederhorst den Berg,
2019*,Nederhorst den Berg,
2020*,Nederhorst den Berg,
1997,Nederlek,77
1998,Nederlek,77
1999,Nederlek,78
2000,Nederlek,78
2001,Nederlek,145
2002,Nederlek,146
2003,Nederlek,146
2004,Nederlek,146
2005,Nederlek,212
2006,Nederlek,212
2007,Nederlek,236
2008,Nederlek,251
2009,Nederlek,258
2010,Nederlek,258
2011,Nederlek,243
2012,Nederlek,242
2013,Nederlek,236
2014,Nederlek,218
2015,Nederlek,
2016,Nederlek,
2017,Nederlek,
2018**,Nederlek,
2019*,Nederlek,
2020*,Nederlek,
1997,Nederweert,104
1998,Nederweert,103
1999,Nederweert,105
2000,Nederweert,105
2001,Nederweert,167
2002,Nederweert,167
2003,Nederweert,168
2004,Nederweert,168
2005,Nederweert,225
2006,Nederweert,227
2007,Nederweert,243
2008,Nederweert,255
2009,Nederweert,264
2010,Nederweert,267
2011,Nederweert,258
2012,Nederweert,249
2013,Nederweert,241
2014,Nederweert,237
2015,Nederweert,228
2016,Nederweert,233
2017,Nederweert,236
2018**,Nederweert,247
2019*,Nederweert,263
2020*,Nederweert,281
1997,Neede,71
1998,Neede,71
1999,Neede,72
2000,Neede,73
2001,Neede,131
2002,Neede,
2003,Neede,
2004,Neede,
2005,Neede,
2006,Neede,
2007,Neede,
2008,Neede,
2009,Neede,
2010,Neede,
2011,Neede,
2012,Neede,
2013,Neede,
2014,Neede,
