,Onderwerp,Totale woningvoorraad,Totale woningvoorraad,Totale woningvoorraad
,Status van bewoning,Totaal,Bewoonde woningen,Niet bewoonde woningen
Regio's,Perioden,aantal,aantal,aantal
Rijssen-Holten,2018,14574,14114,460
Rijssen-Holten,2019,14740,14276,464
Rijssen-Holten,2020,14760,14297,463
Rijssen-Holten,2021,14867,14414,453
Rijssen-Holten,2022,14939,14446,493
Rijssen-Holten,2023,15000,14484,516
Rijswijk (ZH.),2012,24442,23110,1332
Rijswijk (ZH.),2013,24618,23380,1238
Rijswijk (ZH.),2014,24962,23697,1265
Rijswijk (ZH.),2015,25101,23926,1175
Rijswijk (ZH.),2016,25606,24373,1233
Rijswijk (ZH.),2017,25964,24787,1177
Rijswijk (ZH.),2018,26233,25077,1156
Rijswijk (ZH.),2019,26666,25434,1232
Rijswijk (ZH.),2020,26905,25713,1192
Rijswijk (ZH.),2021,27219,25970,1249
Rijswijk (ZH.),2022,27899,26663,1236
Rijswijk (ZH.),2023,28137,26934,1203
Roerdalen,2012,9016,8639,377
Roerdalen,2013,9203,8788,415
Roerdalen,2014,9330,8894,436
Roerdalen,2015,9382,8933,449
Roerdalen,2016,9405,8974,431
Roerdalen,2017,9410,9017,393
Roerdalen,2018,9449,9063,386
Roerdalen,2019,9463,9104,359
Roerdalen,2020,9477,9128,349
Roerdalen,2021,9554,9196,358
Roerdalen,2022,9613,9248,365
Roerdalen,2023,9729,9295,434
Roermond,2012,26531,24800,1731
Roermond,2013,26670,25066,1604
Roermond,2014,26832,25378,1454
Roermond,2015,26992,25583,1409
Roermond,2016,27111,25812,1299
Roermond,2017,27140,26045,1095
Roermond,2018,27276,26142,1134
Roermond,2019,27465,26279,1186
Roermond,2020,27649,26432,1217
Roermond,2021,27749,26475,1274
Roermond,2022,29033,27715,1318
Roermond,2023,29164,27812,1352
De Ronde Venen,2012,17836,16410,1426
De Ronde Venen,2013,18048,16708,1340
De Ronde Venen,2014,17586,16720,866
De Ronde Venen,2015,17570,16740,830
De Ronde Venen,2016,17608,16842,766
De Ronde Venen,2017,17786,16948,838
De Ronde Venen,2018,18145,17372,773
De Ronde Venen,2019,18332,17596,736
De Ronde Venen,2020,18517,17783,734
De Ronde Venen,2021,18580,17849,731
De Ronde Venen,2022,18721,18034,687
De Ronde Venen,2023,18872,18186,686
Roosendaal,2012,33879,32448,1431
Roosendaal,2013,33869,32564,1305
Roosendaal,2014,34091,32723,1368
Roosendaal,2015,34437,32934,1503
Roosendaal,2016,34718,33331,1387
Roosendaal,2017,34962,33507,1455
Roosendaal,2018,35103,33745,1358
Roosendaal,2019,35188,33817,1371
Roosendaal,2020,35363,33950,1413
Roosendaal,2021,35618,34188,1430
Roosendaal,2022,35853,34231,1622
Roosendaal,2023,35904,34267,1637
Rotterdam,2012,306222,283143,23079
Rotterdam,2013,307349,285183,22166
Rotterdam,2014,308291,286238,22053
Rotterdam,2015,311324,289480,21844
Rotterdam,2016,311168,291854,19314
Rotterdam,2017,309693,291877,17816
Rotterdam,2018,311336,293578,17758
Rotterdam,2019,311597,294678,16919
Rotterdam,2020,315561,297713,17848
Rotterdam,2021,317945,298684,19261
Rotterdam,2022,319210,300431,18779
Rotterdam,2023,321282,303029,18253
Rozendaal,2012,628,606,22
Rozendaal,2013,628,601,27
Rozendaal,2014,627,608,19
Rozendaal,2015,635,616,19
Rozendaal,2016,635,609,26
Rozendaal,2017,635,615,20
Rozendaal,2018,662,634,28
Rozendaal,2019,683,658,25
Rozendaal,2020,688,671,17
Rozendaal,2021,694,672,22
Rozendaal,2022,697,685,12
Rozendaal,2023,706,681,25
Rucphen,2012,9194,8860,334
Rucphen,2013,9271,8935,336
Rucphen,2014,9513,9138,375
Rucphen,2015,9505,9171,334
Rucphen,2016,9534,9210,324
Rucphen,2017,9604,9277,327
Rucphen,2018,9605,9305,300
Rucphen,2019,9690,9396,294
Rucphen,2020,9822,9522,300
Rucphen,2021,9916,9622,294
Rucphen,2022,9950,9679,271
Rucphen,2023,10218,9834,384
Schagen,2012,8302,8090,212
Schagen,2013,19439,18625,814
Schagen,2014,19565,18772,793
Schagen,2015,19770,19003,767
Schagen,2016,19814,19078,736
Schagen,2017,19993,19311,682
Schagen,2018,20103,19439,664
Schagen,2019,20287,19579,708
Schagen,2020,20334,19650,684
Schagen,2021,20581,19819,762
Schagen,2022,20837,20148,689
Schagen,2023,21169,20404,765
Schermer,2012,2169,2057,112
Schermer,2013,2179,2085,94
Schermer,2014,2182,2095,87
Schermer,2015,,,
Schermer,2016,,,
Schermer,2017,,,
Schermer,2018,,,
Schermer,2019,,,
Schermer,2020,,,
Schermer,2021,,,
Schermer,2022,,,
Schermer,2023,,,
Scherpenzeel,2012,3632,3451,181
Scherpenzeel,2013,3663,3497,166
Scherpenzeel,2014,3709,3570,139
Scherpenzeel,2015,3711,3584,127
Scherpenzeel,2016,3725,3605,120
Scherpenzeel,2017,3819,3679,140
Scherpenzeel,2018,3921,3730,191
Scherpenzeel,2019,3967,3820,147
Scherpenzeel,2020,4002,3858,144
Scherpenzeel,2021,4114,3966,148
Scherpenzeel,2022,4236,4105,131
Scherpenzeel,2023,4248,4090,158
Schiedam,2012,35834,33649,2185
Schiedam,2013,36011,33820,2191
Schiedam,2014,36044,33988,2056
Schiedam,2015,36581,34266,2315
Schiedam,2016,36751,34472,2279
Schiedam,2017,36763,34634,2129
Schiedam,2018,36914,34770,2144
Schiedam,2019,36914,34669,2245
Schiedam,2020,37292,34934,2358
Schiedam,2021,37472,35242,2230
Schiedam,2022,37749,35677,2072
Schiedam,2023,38089,35928,2161
Schiermonnikoog,2012,590,415,175
Schiermonnikoog,2013,591,424,167
Schiermonnikoog,2014,581,433,148
Schiermonnikoog,2015,578,435,143
Schiermonnikoog,2016,583,438,145
Schiermonnikoog,2017,584,441,143
Schiermonnikoog,2018,582,440,142
Schiermonnikoog,2019,587,448,139
Schiermonnikoog,2020,587,448,139
Schiermonnikoog,2021,588,450,138
Schiermonnikoog,2022,599,453,146
Schiermonnikoog,2023,612,474,138
Schijndel,2012,9223,8967,256
Schijndel,2013,9576,9225,351
Schijndel,2014,9705,9415,290
Schijndel,2015,9755,9505,250
Schijndel,2016,9862,9605,257
Schijndel,2017,,,
Schijndel,2018,,,
Schijndel,2019,,,
Schijndel,2020,,,
Schijndel,2021,,,
Schijndel,2022,,,
Schijndel,2023,,,
Schinnen,2012,5916,5476,440
Schinnen,2013,5884,5479,405
Schinnen,2014,5894,5476,418
Schinnen,2015,5900,5505,395
Schinnen,2016,5929,5552,377
Schinnen,2017,5946,5599,347
Schinnen,2018,5952,5592,360
Schinnen,2019,,,
Schinnen,2020,,,
Schinnen,2021,,,
Schinnen,2022,,,
Schinnen,2023,,,
Schoonhoven,2012,5039,4836,203
Schoonhoven,2013,5049,4845,204
Schoonhoven,2014,5179,4916,263
Schoonhoven,2015,,,
Schoonhoven,2016,,,
Schoonhoven,2017,,,
Schoonhoven,2018,,,
Schoonhoven,2019,,,
Schoonhoven,2020,,,
Schoonhoven,2021,,,
Schoonhoven,2022,,,
Schoonhoven,2023,,,
Schouwen-Duiveland,2012,16457,14204,2253
Schouwen-Duiveland,2013,16732,14426,2306
Schouwen-Duiveland,2014,16765,14455,2310
Schouwen-Duiveland,2015,16669,14626,2043
Schouwen-Duiveland,2016,16717,14640,2077
Schouwen-Duiveland,2017,16753,14744,2009
Schouwen-Duiveland,2018,16661,14789,1872
Schouwen-Duiveland,2019,16746,14862,1884
Schouwen-Duiveland,2020,16783,14980,1803
Schouwen-Duiveland,2021,16983,15265,1718
Schouwen-Duiveland,2022,16855,15325,1530
Schouwen-Duiveland,2023,16888,15429,1459
Simpelveld,2012,5101,4606,495
Simpelveld,2013,5123,4695,428
Simpelveld,2014,5210,4784,426
Simpelveld,2015,5211,4798,413
Simpelveld,2016,5225,4779,446
Simpelveld,2017,5201,4725,476
Simpelveld,2018,5207,4756,451
Simpelveld,2019,5320,4809,511
Simpelveld,2020,5185,4836,349
Simpelveld,2021,5185,4827,358
Simpelveld,2022,5215,4834,381
Simpelveld,2023,5215,4837,378
Sint Anthonis,2012,4617,4409,208
Sint Anthonis,2013,4600,4420,180
Sint Anthonis,2014,4726,4457,269
Sint Anthonis,2015,4725,4483,242
Sint Anthonis,2016,4746,4496,250
Sint Anthonis,2017,4765,4582,183
Sint Anthonis,2018,4807,4591,216
Sint Anthonis,2019,4810,4607,203
Sint Anthonis,2020,4863,4655,208
Sint Anthonis,2021,4882,4692,190
Sint Anthonis,2022,,,
Sint Anthonis,2023,,,
Sint-Michielsgestel,2012,11310,10747,563
Sint-Michielsgestel,2013,11383,10808,575
Sint-Michielsgestel,2014,11463,10953,510
Sint-Michielsgestel,2015,11690,11145,545
Sint-Michielsgestel,2016,11738,11200,538
Sint-Michielsgestel,2017,11776,11214,562
Sint-Michielsgestel,2018,11985,11368,617
Sint-Michielsgestel,2019,12101,11542,559
Sint-Michielsgestel,2020,12183,11647,536
Sint-Michielsgestel,2021,12274,11741,533
Sint-Michielsgestel,2022,12438,11957,481
Sint-Michielsgestel,2023,12568,12101,467
Sint-Oedenrode,2012,7422,7081,341
Sint-Oedenrode,2013,7287,6994,293
Sint-Oedenrode,2014,7318,7033,285
Sint-Oedenrode,2015,7344,7077,267
Sint-Oedenrode,2016,7395,7155,240
Sint-Oedenrode,2017,,,
Sint-Oedenrode,2018,,,
Sint-Oedenrode,2019,,,
Sint-Oedenrode,2020,,,
Sint-Oedenrode,2021,,,
Sint-Oedenrode,2022,,,
Sint-Oedenrode,2023,,,
Sittard-Geleen,2012,44973,42494,2479
Sittard-Geleen,2013,45144,42651,2493
Sittard-Geleen,2014,45775,42984,2791
Sittard-Geleen,2015,46055,43550,2505
Sittard-Geleen,2016,46058,43810,2248
Sittard-Geleen,2017,46253,44001,2252
Sittard-Geleen,2018,46369,44161,2208
Sittard-Geleen,2019,46435,44315,2120
Sittard-Geleen,2020,46625,44348,2277
Sittard-Geleen,2021,46709,44244,2465
Sittard-Geleen,2022,46677,44547,2130
Sittard-Geleen,2023,47011,44863,2148
Skarsterlân,2012,12085,11104,981
Skarsterlân,2013,12094,11126,968
Skarsterlân,2014,,,
Skarsterlân,2015,,,
Skarsterlân,2016,,,
Skarsterlân,2017,,,
Skarsterlân,2018,,,
Skarsterlân,2019,,,
Skarsterlân,2020,,,
Skarsterlân,2021,,,
Skarsterlân,2022,,,
Skarsterlân,2023,,,
Sliedrecht,2012,10413,9888,525
Sliedrecht,2013,10503,9944,559
Sliedrecht,2014,10464,9976,488
Sliedrecht,2015,10598,10129,469
Sliedrecht,2016,10722,10222,500
Sliedrecht,2017,10902,10322,580
Sliedrecht,2018,10846,10295,551
Sliedrecht,2019,11018,10317,701
Sliedrecht,2020,10898,10413,485
Sliedrecht,2021,11086,10567,519
Sliedrecht,2022,11195,10755,440
Sliedrecht,2023,11213,10776,437
Slochteren,2012,6589,6185,404
Slochteren,2013,6670,6259,411
Slochteren,2014,6670,6292,378
Slochteren,2015,6689,6322,367
Slochteren,2016,6787,6422,365
Slochteren,2017,6480,6139,341
Slochteren,2018,,,
Slochteren,2019,,,
Slochteren,2020,,,
Slochteren,2021,,,
Slochteren,2022,,,
Slochteren,2023,,,
Sluis,2012,15755,10993,4762
Sluis,2013,13611,10961,2650
Sluis,2014,13986,11046,2940
Sluis,2015,13974,11069,2905
Sluis,2016,14051,11119,2932
Sluis,2017,13952,11095,2857
Sluis,2018,13960,11070,2890
Sluis,2019,14138,11054,3084
Sluis,2020,14200,10988,3212
Sluis,2021,14152,10983,3169
Sluis,2022,14132,10994,3138
Sluis,2023,13887,11029,2858
Smallingerland,2012,24316,23438,878
Smallingerland,2013,24469,23642,827
Smallingerland,2014,25063,24062,1001
Smallingerland,2015,25256,24163,1093
Smallingerland,2016,25391,24286,1105
Smallingerland,2017,25377,24481,896
Smallingerland,2018,25454,24681,773
Smallingerland,2019,25675,24863,812
Smallingerland,2020,25768,24928,840
Smallingerland,2021,25833,24972,861
Smallingerland,2022,25964,25104,860
Smallingerland,2023,26241,25268,973
Soest,2012,19835,19191,644
Soest,2013,19910,19240,670
Soest,2014,20057,19358,699
Soest,2015,20281,19548,733
Soest,2016,20282,19554,728
Soest,2017,20361,19677,684
Soest,2018,20479,19794,685
Soest,2019,20567,19865,702
Soest,2020,20699,20032,667
Soest,2021,20953,20212,741
Soest,2022,21107,20407,700
Soest,2023,21202,20519,683
Someren,2012,7236,6974,262
Someren,2013,7320,7058,262
Someren,2014,7516,7239,277
Someren,2015,7754,7482,272
Someren,2016,7783,7581,202
Someren,2017,7863,7641,222
Someren,2018,7964,7748,216
Someren,2019,8057,7849,208
Someren,2020,8113,7926,187
Someren,2021,8181,7971,210
Someren,2022,8356,8149,207
Someren,2023,8482,8246,236
Son en Breugel,2012,6437,6158,279
Son en Breugel,2013,6711,6463,248
Son en Breugel,2014,6725,6506,219
Son en Breugel,2015,6874,6669,205
Son en Breugel,2016,6906,6712,194
Son en Breugel,2017,6978,6768,210
Son en Breugel,2018,7067,6859,208
Son en Breugel,2019,7112,6891,221
Son en Breugel,2020,7192,6964,228
Son en Breugel,2021,7318,7097,221
Son en Breugel,2022,7564,7361,203
Son en Breugel,2023,7632,7407,225
Spijkenisse,2012,33777,31426,2351
Spijkenisse,2013,32781,31797,984
Spijkenisse,2014,33332,32313,1019
Spijkenisse,2015,,,
Spijkenisse,2016,,,
Spijkenisse,2017,,,
Spijkenisse,2018,,,
Spijkenisse,2019,,,
Spijkenisse,2020,,,
Spijkenisse,2021,,,
Spijkenisse,2022,,,
Spijkenisse,2023,,,
Stadskanaal,2012,14895,13960,935
Stadskanaal,2013,14922,14151,771
Stadskanaal,2014,15304,14379,925
Stadskanaal,2015,15274,14351,923
Stadskanaal,2016,15282,14368,914
Stadskanaal,2017,15276,14412,864
Stadskanaal,2018,15266,14445,821
Stadskanaal,2019,15253,14489,764
Stadskanaal,2020,15292,14483,809
Stadskanaal,2021,15208,14465,743
Stadskanaal,2022,15170,14576,594
Stadskanaal,2023,15177,14542,635
Staphorst,2012,5456,5086,370
Staphorst,2013,5450,5106,344
Staphorst,2014,5537,5214,323
Staphorst,2015,5655,5344,311
Staphorst,2016,5688,5404,284
Staphorst,2017,5756,5472,284
Staphorst,2018,5853,5522,331
Staphorst,2019,5914,5596,318
Staphorst,2020,5933,5648,285
Staphorst,2021,5988,5694,294
Staphorst,2022,6063,5722,341
Staphorst,2023,6099,5777,322
Stede Broec,2012,8808,8595,213
Stede Broec,2013,8850,8626,224
Stede Broec,2014,8924,8740,184
Stede Broec,2015,9000,8803,197
Stede Broec,2016,9025,8853,172
Stede Broec,2017,9049,8878,171
Stede Broec,2018,9121,8931,190
Stede Broec,2019,9207,9004,203
Stede Broec,2020,9199,9034,165
Stede Broec,2021,9253,9042,211
Stede Broec,2022,9300,9150,150
Stede Broec,2023,9438,9235,203
Steenbergen,2012,10015,9440,575
Steenbergen,2013,10046,9514,532
Steenbergen,2014,10067,9514,553
Steenbergen,2015,9996,9557,439
Steenbergen,2016,10006,9578,428
Steenbergen,2017,10178,9720,458
Steenbergen,2018,10258,9768,490
Steenbergen,2019,10335,9865,470
Steenbergen,2020,10433,9980,453
Steenbergen,2021,10484,10092,392
Steenbergen,2022,10590,10176,414
Steenbergen,2023,10679,10263,416
Steenwijkerland,2012,19461,18055,1406
Steenwijkerland,2013,19497,18144,1353
Steenwijkerland,2014,19529,18252,1277
Steenwijkerland,2015,19627,18333,1294
Steenwijkerland,2016,19636,18344,1292
Steenwijkerland,2017,19787,18504,1283
Steenwijkerland,2018,19951,18723,1228
Steenwijkerland,2019,20014,18806,1208
Steenwijkerland,2020,20172,18976,1196
Steenwijkerland,2021,20276,19111,1165
Steenwijkerland,2022,20407,19316,1091
Steenwijkerland,2023,20469,19320,1149
Stein (L.),2012,11330,10904,426
Stein (L.),2013,11347,10924,423
Stein (L.),2014,11623,11097,526
Stein (L.),2015,11572,11109,463
Stein (L.),2016,11614,11165,449
Stein (L.),2017,11669,11251,418
Stein (L.),2018,11690,11283,407
Stein (L.),2019,11768,11326,442
Stein (L.),2020,11800,11387,413
Stein (L.),2021,11812,11381,431
Stein (L.),2022,11808,11373,435
Stein (L.),2023,11823,11397,426
Stichtse Vecht,2012,26618,25056,1562
Stichtse Vecht,2013,26732,25269,1463
Stichtse Vecht,2014,27284,25750,1534
Stichtse Vecht,2015,27368,25898,1470
Stichtse Vecht,2016,27561,26111,1450
Stichtse Vecht,2017,27858,26456,1402
Stichtse Vecht,2018,28121,26667,1454
Stichtse Vecht,2019,28206,26676,1530
Stichtse Vecht,2020,28549,27096,1453
Stichtse Vecht,2021,28739,27150,1589
Stichtse Vecht,2022,28814,27357,1457
Stichtse Vecht,2023,28901,27410,1491
Strijen,2012,3849,3675,174
Strijen,2013,3828,3667,161
Strijen,2014,3848,3678,170
Strijen,2015,3877,3723,154
Strijen,2016,3908,3768,140
Strijen,2017,3933,3800,133
Strijen,2018,3951,3808,143
Strijen,2019,,,
Strijen,2020,,,
Strijen,2021,,,
Strijen,2022,,,
Strijen,2023,,,
Súdwest-Fryslân,2012,36706,33922,2784
Súdwest-Fryslân,2013,37852,34976,2876
Súdwest-Fryslân,2014,38448,35795,2653
Súdwest-Fryslân,2015,38939,36418,2521
Súdwest-Fryslân,2016,39013,36578,2435
Súdwest-Fryslân,2017,39117,36782,2335
Súdwest-Fryslân,2018,41596,39220,2376
Súdwest-Fryslân,2019,41915,39605,2310
Súdwest-Fryslân,2020,42119,39796,2323
Súdwest-Fryslân,2021,42501,40100,2401
Súdwest-Fryslân,2022,42787,40470,2317
Súdwest-Fryslân,2023,42865,40625,2240
Terneuzen,2012,25924,24127,1797
Terneuzen,2013,26102,24319,1783
Terneuzen,2014,26287,24461,1826
Terneuzen,2015,26359,24599,1760
Terneuzen,2016,26675,24862,1813
Terneuzen,2017,26754,24993,1761
Terneuzen,2018,26812,25019,1793
Terneuzen,2019,26952,25140,1812
Terneuzen,2020,26966,25129,1837
Terneuzen,2021,27080,25281,1799
Terneuzen,2022,27188,25373,1815
Terneuzen,2023,27414,25635,1779
Terschelling,2012,2156,1890,266
Terschelling,2013,2210,1914,296
Terschelling,2014,2213,1921,292
Terschelling,2015,2222,1944,278
Terschelling,2016,2229,1959,270
Terschelling,2017,2243,1960,283
Terschelling,2018,2276,2028,248
Terschelling,2019,2281,2048,233
Terschelling,2020,2293,2062,231
Terschelling,2021,2293,2064,229
Terschelling,2022,2301,2086,215
Terschelling,2023,2318,2098,220
Texel,2012,6249,5789,460
Texel,2013,6281,5827,454
Texel,2014,6401,5912,489
Texel,2015,6405,5928,477
Texel,2016,6470,5998,472
Texel,2017,6501,6001,500
Texel,2018,6552,6085,467
Texel,2019,6594,6127,467
Texel,2020,6651,6191,460
Texel,2021,6770,6291,479
Texel,2022,6936,6352,584
Texel,2023,6975,6317,658
Teylingen,2012,14343,13759,584
Teylingen,2013,14346,13800,546
Teylingen,2014,14687,14037,650
Teylingen,2015,14716,14103,613
Teylingen,2016,14952,14403,549
Teylingen,2017,15096,14540,556
Teylingen,2018,15515,14982,533
Teylingen,2019,15588,15085,503
Teylingen,2020,16048,15469,579
Teylingen,2021,16286,15798,488
Teylingen,2022,16396,15912,484
Teylingen,2023,16657,16154,503
Tholen,2012,10352,9787,565
Tholen,2013,10413,9830,583
Tholen,2014,10515,9936,579
Tholen,2015,10597,10050,547
Tholen,2016,10626,10063,563
Tholen,2017,10729,10163,566
Tholen,2018,10777,10231,546
Tholen,2019,10888,10350,538
Tholen,2020,10983,10399,584
Tholen,2021,11112,10591,521
Tholen,2022,11188,10678,510
Tholen,2023,11263,10773,490
Tiel,2012,17320,16493,827
Tiel,2013,17446,16757,689
Tiel,2014,17533,16890,643
Tiel,2015,17654,16887,767
Tiel,2016,17682,17001,681
Tiel,2017,17839,17158,681
Tiel,2018,17902,17307,595
Tiel,2019,18011,17428,583
Tiel,2020,18080,17536,544
Tiel,2021,18271,17624,647
Tiel,2022,18435,17881,554
Tiel,2023,18534,17915,619
Tilburg,2012,90696,87380,3316
Tilburg,2013,91011,87989,3022
Tilburg,2014,94071,89854,4217
Tilburg,2015,95263,91018,4245
Tilburg,2016,95779,92060,3719
Tilburg,2017,96235,92929,3306
Tilburg,2018,97584,94272,3312
Tilburg,2019,99004,95878,3126
Tilburg,2020,100418,97308,3110
Tilburg,2021,102471,99107,3364
Tilburg,2022,103968,100752,3216
Tilburg,2023,105264,102088,3176
Tubbergen,2012,7866,7484,382
Tubbergen,2013,8045,7616,429
Tubbergen,2014,8113,7699,414
Tubbergen,2015,8167,7725,442
Tubbergen,2016,8247,7797,450
Tubbergen,2017,8348,7878,470
Tubbergen,2018,8490,7968,522
Tubbergen,2019,8525,7968,557
Tubbergen,2020,8604,8058,546
Tubbergen,2021,8720,8144,576
Tubbergen,2022,8732,8184,548
Tubbergen,2023,8771,8211,560
Twenterand,2012,13097,12283,814
Twenterand,2013,13124,12401,723
Twenterand,2014,13488,12783,705
Twenterand,2015,13574,12893,681
Twenterand,2016,13609,12961,648
Twenterand,2017,13621,12948,673
Twenterand,2018,13664,13038,626
Twenterand,2019,13705,13080,625
Twenterand,2020,13819,13153,666
Twenterand,2021,13847,13205,642
Twenterand,2022,13931,13297,634
Twenterand,2023,14016,13335,681
Tynaarlo,2012,14119,13114,1005
Tynaarlo,2013,13989,13214,775
Tynaarlo,2014,13983,13278,705
Tynaarlo,2015,13857,13317,540
Tynaarlo,2016,13958,13409,549
Tynaarlo,2017,14119,13597,522
Tynaarlo,2018,14211,13716,495
Tynaarlo,2019,14403,13871,532
Tynaarlo,2020,14500,14011,489
Tynaarlo,2021,14596,14061,535
Tynaarlo,2022,14672,14170,502
Tynaarlo,2023,14715,14248,467
Tytsjerksteradiel,2012,13621,12668,953
Tytsjerksteradiel,2013,13252,12847,405
Tytsjerksteradiel,2014,13457,12993,464
Tytsjerksteradiel,2015,13553,13091,462
Tytsjerksteradiel,2016,13646,13184,462
Tytsjerksteradiel,2017,13730,13252,478
Tytsjerksteradiel,2018,13800,13298,502
Tytsjerksteradiel,2019,13943,13332,611
Tytsjerksteradiel,2020,14044,13535,509
Tytsjerksteradiel,2021,14093,13563,530
Tytsjerksteradiel,2022,14121,13630,491
Tytsjerksteradiel,2023,14211,13710,501
Ubbergen,2012,4066,3913,153
Ubbergen,2013,4212,4023,189
Ubbergen,2014,4283,4069,214
Ubbergen,2015,,,
Ubbergen,2016,,,
Ubbergen,2017,,,
Ubbergen,2018,,,
Ubbergen,2019,,,
Ubbergen,2020,,,
Ubbergen,2021,,,
Ubbergen,2022,,,
Ubbergen,2023,,,
Uden,2012,17266,16635,631
Uden,2013,17472,16868,604
Uden,2014,17782,17178,604
Uden,2015,17988,17405,583
Uden,2016,18110,17575,535
Uden,2017,18253,17727,526
Uden,2018,18474,17987,487
Uden,2019,18669,18164,505
Uden,2020,19018,18470,548
Uden,2021,19107,18606,501
Uden,2022,,,
Uden,2023,,,
Uitgeest,2012,5221,5045,176
Uitgeest,2013,5327,5133,194
Uitgeest,2014,5473,5318,155
Uitgeest,2015,5520,5370,150
Uitgeest,2016,5548,5412,136
Uitgeest,2017,5606,5435,171
Uitgeest,2018,5619,5487,132
Uitgeest,2019,5633,5478,155
Uitgeest,2020,5713,5566,147
Uitgeest,2021,5728,5589,139
Uitgeest,2022,5729,5571,158
Uitgeest,2023,5692,5560,132
Uithoorn,2012,12275,11790,485
Uithoorn,2013,12389,11856,533
Uithoorn,2014,12571,11943,628
Uithoorn,2015,12603,12104,499
Uithoorn,2016,12837,12377,460
Uithoorn,2017,12771,12338,433
Uithoorn,2018,12948,12426,522
Uithoorn,2019,12856,12376,480
Uithoorn,2020,12836,12370,466
Uithoorn,2021,13264,12702,562
Uithoorn,2022,13514,13040,474
Uithoorn,2023,13572,13125,447
Urk,2012,5375,5142,233
Urk,2013,5429,5176,253
Urk,2014,5996,5660,336
Urk,2015,6110,5841,269
Urk,2016,6198,5934,264
Urk,2017,6309,6029,280
Urk,2018,6381,6126,255
Urk,2019,6472,6219,253
Urk,2020,6663,6334,329
Urk,2021,6763,6435,328
Urk,2022,6857,6568,289
Urk,2023,6964,6707,257
Utrecht (gemeente),2012,142976,134049,8927
Utrecht (gemeente),2013,145123,136461,8662
Utrecht (gemeente),2014,146329,138723,7606
Utrecht (gemeente),2015,147511,140404,7107
Utrecht (gemeente),2016,149322,142111,7211
Utrecht (gemeente),2017,151409,143470,7939
Utrecht (gemeente),2018,150831,143826,7005
Utrecht (gemeente),2019,153845,146641,7204
Utrecht (gemeente),2020,156678,149695,6983
Utrecht (gemeente),2021,159671,151979,7692
Utrecht (gemeente),2022,162451,154886,7565
Utrecht (gemeente),2023,165400,157657,7743
Utrechtse Heuvelrug,2012,21205,19213,1992
Utrechtse Heuvelrug,2013,21144,19179,1965
Utrechtse Heuvelrug,2014,21358,19375,1983
Utrechtse Heuvelrug,2015,21055,19520,1535
Utrechtse Heuvelrug,2016,21216,19720,1496
Utrechtse Heuvelrug,2017,21516,19994,1522
Utrechtse Heuvelrug,2018,21636,20153,1483
Utrechtse Heuvelrug,2019,21679,20288,1391
Utrechtse Heuvelrug,2020,21821,20440,1381
Utrechtse Heuvelrug,2021,21890,20560,1330
Utrechtse Heuvelrug,2022,22066,20703,1363
Utrechtse Heuvelrug,2023,22121,20784,1337
Vaals,2012,5157,4529,628
Vaals,2013,5192,4604,588
Vaals,2014,5229,4638,591
Vaals,2015,5238,4664,574
Vaals,2016,5241,4662,579
Vaals,2017,5555,4801,754
Vaals,2018,5524,4969,555
Vaals,2019,5748,5238,510
Vaals,2020,5806,5299,507
Vaals,2021,5822,5303,519
Vaals,2022,5851,5360,491
Vaals,2023,5862,5347,515
Valkenburg aan de Geul,2012,7870,7309,561
Valkenburg aan de Geul,2013,7878,7309,569
Valkenburg aan de Geul,2014,8066,7455,611
Valkenburg aan de Geul,2015,8148,7517,631
Valkenburg aan de Geul,2016,8169,7550,619
Valkenburg aan de Geul,2017,8182,7582,600
Valkenburg aan de Geul,2018,8185,7585,600
Valkenburg aan de Geul,2019,8291,7708,583
Valkenburg aan de Geul,2020,8309,7741,568
Valkenburg aan de Geul,2021,8337,7764,573
Valkenburg aan de Geul,2022,8392,7716,676
Valkenburg aan de Geul,2023,8368,7777,591
Valkenswaard,2012,13931,12994,937
Valkenswaard,2013,13950,13455,495
Valkenswaard,2014,14130,13537,593
Valkenswaard,2015,14121,13588,533
Valkenswaard,2016,14272,13665,607
Valkenswaard,2017,14444,13830,614
Valkenswaard,2018,14548,13958,590
Valkenswaard,2019,14647,14116,531
Valkenswaard,2020,14805,14253,552
Valkenswaard,2021,14885,14315,570
Valkenswaard,2022,14965,14387,578
Valkenswaard,2023,15081,14484,597
Veendam,2012,12508,12033,475
Veendam,2013,12553,12074,479
Veendam,2014,12720,12178,542
Veendam,2015,12719,12227,492
Veendam,2016,12723,12244,479
Veendam,2017,12756,12288,468
Veendam,2018,12788,12349,439
Veendam,2019,12816,12405,411
Veendam,2020,12843,12480,363
Veendam,2021,12906,12536,370
Veendam,2022,12956,12581,375
Veendam,2023,13013,12610,403
Veenendaal,2012,24636,23947,689
Veenendaal,2013,25457,24760,697
Veenendaal,2014,25922,25238,684
Veenendaal,2015,26411,25719,692
Veenendaal,2016,26702,25997,705
Veenendaal,2017,27055,26349,706
Veenendaal,2018,27512,26825,687
Veenendaal,2019,27793,27133,660
Veenendaal,2020,28353,27685,668
Veenendaal,2021,28607,27798,809
Veenendaal,2022,29089,28280,809
Veenendaal,2023,29268,28531,737
Veere,2012,10548,8904,1644
Veere,2013,10661,8948,1713
Veere,2014,10724,9008,1716
Veere,2015,10717,9048,1669
Veere,2016,10831,9134,1697
