"Status van bewoning";"Perioden";"Regio's";"Totale woningvoorraad (aantal)";"Koopwoningen (aantal)";"Huurwoningen/Totaal huurwoningen (aantal)";"Huurwoningen/Eigendom woningcorporatie (aantal)";"Huurwoningen/Eigendom overige verhuurders (aantal)";"Eigendom onbekend (aantal)"
"Totaal";"2022";"Almere";"   88874";"   56395";"   32442";"   23912";"    8530";"      37"
"Totaal";"2023";"Almere";"   90690";"   57035";"   33623";"   24133";"    9490";"      32"
"Totaal";"2012";"Alphen aan den Rijn";"   31005";"   19324";"   11541";"    8353";"    3188";"     140"
"Totaal";"2013";"Alphen aan den Rijn";"   31280";"   19492";"   11658";"    8357";"    3301";"     130"
"Totaal";"2014";"Alphen aan den Rijn";"   45433";"   28579";"   16664";"   12239";"    4425";"     190"
"Totaal";"2015";"Alphen aan den Rijn";"   45753";"   28751";"   16824";"   12410";"    4414";"     178"
"Totaal";"2016";"Alphen aan den Rijn";"   45968";"   28960";"   16812";"   12400";"    4412";"     196"
"Totaal";"2017";"Alphen aan den Rijn";"   46723";"   29236";"   17208";"   12508";"    4700";"     279"
"Totaal";"2018";"Alphen aan den Rijn";"   47099";"   29656";"   17242";"   12484";"    4758";"     201"
"Totaal";"2019";"Alphen aan den Rijn";"   47753";"   30388";"   17328";"   12519";"    4809";"      37"
"Totaal";"2020";"Alphen aan den Rijn";"   48178";"   30521";"   17642";"   12628";"    5014";"      15"
"Totaal";"2021";"Alphen aan den Rijn";"   48893";"   30912";"   17970";"   12694";"    5276";"      11"
"Totaal";"2022";"Alphen aan den Rijn";"   49398";"   31357";"   18034";"   12742";"    5292";"       7"
"Totaal";"2023";"Alphen aan den Rijn";"   50031";"   31803";"   18221";"   12633";"    5588";"       7"
"Totaal";"2012";"Alphen-Chaam";"    3936";"    3022";"     854";"     461";"     393";"      60"
"Totaal";"2013";"Alphen-Chaam";"    3984";"    3062";"     865";"     532";"     333";"      57"
"Totaal";"2014";"Alphen-Chaam";"    4050";"    3079";"     947";"     552";"     395";"      24"
"Totaal";"2015";"Alphen-Chaam";"    4149";"    3137";"     965";"     572";"     393";"      47"
"Totaal";"2016";"Alphen-Chaam";"    4214";"    3174";"     995";"     574";"     421";"      45"
"Totaal";"2017";"Alphen-Chaam";"    4254";"    3192";"    1010";"     573";"     437";"      52"
"Totaal";"2018";"Alphen-Chaam";"    4280";"    3251";"     990";"     573";"     417";"      39"
"Totaal";"2019";"Alphen-Chaam";"    4342";"    3309";"    1028";"     594";"     434";"       5"
"Totaal";"2020";"Alphen-Chaam";"    4371";"    3324";"    1039";"     590";"     449";"       8"
"Totaal";"2021";"Alphen-Chaam";"    4432";"    3345";"    1077";"     588";"     489";"      10"
"Totaal";"2022";"Alphen-Chaam";"    4508";"    3401";"    1102";"     582";"     520";"       5"
"Totaal";"2023";"Alphen-Chaam";"    4517";"    3407";"    1107";"     580";"     527";"       3"
"Totaal";"2012";"Altena";"";"";"";"";"";""
"Totaal";"2013";"Altena";"";"";"";"";"";""
"Totaal";"2014";"Altena";"";"";"";"";"";""
"Totaal";"2015";"Altena";"";"";"";"";"";""
"Totaal";"2016";"Altena";"";"";"";"";"";""
"Totaal";"2017";"Altena";"";"";"";"";"";""
"Totaal";"2018";"Altena";"";"";"";"";"";""
"Totaal";"2019";"Altena";"   22221";"   15214";"    6905";"    5519";"    1386";"     102"
"Totaal";"2020";"Altena";"   22399";"   15357";"    6990";"    5519";"    1471";"      52"
"Totaal";"2021";"Altena";"   22587";"   15536";"    7038";"    5518";"    1520";"      13"
"Totaal";"2022";"Altena";"   22846";"   15723";"    7113";"    5557";"    1556";"      10"
"Totaal";"2023";"Altena";"   23200";"   15907";"    7285";"    5600";"    1685";"       8"
"Totaal";"2012";"Ameland";"    1547";"    1054";"     456";"       0";"     456";"      37"
"Totaal";"2013";"Ameland";"    1568";"    1084";"     446";"       0";"     446";"      38"
"Totaal";"2014";"Ameland";"    1657";"    1107";"     465";"       0";"     465";"      85"
"Totaal";"2015";"Ameland";"    1670";"    1104";"     473";"       0";"     473";"      93"
"Totaal";"2016";"Ameland";"    1674";"    1103";"     474";"       0";"     474";"      97"
"Totaal";"2017";"Ameland";"    1686";"    1086";"     499";"       0";"     499";"     101"
"Totaal";"2018";"Ameland";"    1712";"    1114";"     492";"       0";"     492";"     106"
"Totaal";"2019";"Ameland";"    1731";"    1183";"     529";"       0";"     529";"      19"
"Totaal";"2020";"Ameland";"    1737";"    1177";"     545";"       0";"     545";"      15"
"Totaal";"2021";"Ameland";"    1753";"    1175";"     562";"       0";"     562";"      16"
"Totaal";"2022";"Ameland";"    1778";"    1191";"     579";"       0";"     579";"       8"
"Totaal";"2023";"Ameland";"    1859";"    1221";"     634";"       0";"     634";"       4"
"Totaal";"2012";"Amersfoort";"   63442";"   36027";"   26997";"   20337";"    6660";"     418"
"Totaal";"2013";"Amersfoort";"   63856";"   36524";"   27017";"   19822";"    7195";"     315"
"Totaal";"2014";"Amersfoort";"   64455";"   36877";"   27300";"   19877";"    7423";"     278"
"Totaal";"2015";"Amersfoort";"   64833";"   37293";"   27285";"   19982";"    7303";"     255"
"Totaal";"2016";"Amersfoort";"   65289";"   37721";"   27169";"   19816";"    7353";"     399"
"Totaal";"2017";"Amersfoort";"   66034";"   38138";"   27600";"   19710";"    7890";"     296"
"Totaal";"2018";"Amersfoort";"   66530";"   38617";"   27604";"   19593";"    8011";"     309"
"Totaal";"2019";"Amersfoort";"   67181";"   39334";"   27703";"   19873";"    7830";"     144"
"Totaal";"2020";"Amersfoort";"   67722";"   39576";"   28074";"   19890";"    8184";"      72"
"Totaal";"2021";"Amersfoort";"   68809";"   39850";"   28903";"   20260";"    8643";"      56"
"Totaal";"2022";"Amersfoort";"   69962";"   40444";"   29463";"   20535";"    8928";"      55"
"Totaal";"2023";"Amersfoort";"   70722";"   40898";"   29765";"   20551";"    9214";"      59"
"Totaal";"2012";"Amstelveen";"   41304";"   19082";"   19220";"   11155";"    8065";"    3002"
"Totaal";"2013";"Amstelveen";"   41616";"   19281";"   21036";"   11583";"    9453";"    1299"
"Totaal";"2014";"Amstelveen";"   42395";"   19472";"   21420";"   11850";"    9570";"    1503"
"Totaal";"2015";"Amstelveen";"   42736";"   19572";"   22613";"   14384";"    8229";"     551"
"Totaal";"2016";"Amstelveen";"   43045";"   19496";"   22122";"   12412";"    9710";"    1427"
"Totaal";"2017";"Amstelveen";"   41649";"   19564";"   21087";"   12490";"    8597";"     998"
"Totaal";"2018";"Amstelveen";"   41782";"   19779";"   21032";"   12504";"    8528";"     971"
"Totaal";"2019";"Amstelveen";"   42035";"   19878";"   22100";"   12652";"    9448";"      57"
"Totaal";"2020";"Amstelveen";"   42310";"   19813";"   22437";"   12673";"    9764";"      60"
"Totaal";"2021";"Amstelveen";"   42251";"   19875";"   22320";"   12670";"    9650";"      56"
"Totaal";"2022";"Amstelveen";"   42402";"   20040";"   22308";"   12513";"    9795";"      54"
"Totaal";"2023";"Amstelveen";"   42880";"   20099";"   22723";"   12504";"   10219";"      58"
"Totaal";"2012";"Amsterdam";"  408888";"  113844";"  289595";"  187270";"  102325";"    5449"
"Totaal";"2013";"Amsterdam";"  411127";"  117099";"  289046";"  185512";"  103534";"    4982"
"Totaal";"2014";"Amsterdam";"  413697";"  119095";"  290624";"  183986";"  106638";"    3978"
"Totaal";"2015";"Amsterdam";"  416966";"  122642";"  291868";"  185561";"  106307";"    2456"
"Totaal";"2016";"Amsterdam";"  424390";"  125694";"  296082";"  184023";"  112059";"    2614"
"Totaal";"2017";"Amsterdam";"  428035";"  126841";"  298553";"  181465";"  117088";"    2641"
"Totaal";"2018";"Amsterdam";"  432715";"  128572";"  301947";"  183041";"  118906";"    2196"
"Totaal";"2019";"Amsterdam";"  441490";"  131530";"  308772";"  184744";"  124028";"    1188"
"Totaal";"2020";"Amsterdam";"  447351";"  131342";"  314564";"  182967";"  131597";"    1445"
"Totaal";"2021";"Amsterdam";"  449989";"  130782";"  317987";"  183983";"  134004";"    1220"
"Totaal";"2022";"Amsterdam";"  458397";"  133552";"  323607";"  185557";"  138050";"    1238"
"Totaal";"2023";"Amsterdam";"  474866";"  140093";"  333932";"  189846";"  144086";"     841"
"Totaal";"2012";"Apeldoorn";"   67968";"   39774";"   27499";"   20544";"    6955";"     695"
"Totaal";"2013";"Apeldoorn";"   68319";"   39982";"   27892";"   20705";"    7187";"     445"
"Totaal";"2014";"Apeldoorn";"   69507";"   40443";"   28720";"   20340";"    8380";"     344"
"Totaal";"2015";"Apeldoorn";"   69804";"   40878";"   28709";"   20279";"    8430";"     217"
"Totaal";"2016";"Apeldoorn";"   70615";"   41601";"   28791";"   20166";"    8625";"     223"
"Totaal";"2017";"Apeldoorn";"   71050";"   41673";"   29101";"   20094";"    9007";"     276"
"Totaal";"2018";"Apeldoorn";"   71526";"   42739";"   28406";"   20229";"    8177";"     381"
"Totaal";"2019";"Apeldoorn";"   72445";"   43586";"   28745";"   20862";"    7883";"     114"
"Totaal";"2020";"Apeldoorn";"   73244";"   44068";"   29130";"   20815";"    8315";"      46"
"Totaal";"2021";"Apeldoorn";"   74184";"   44535";"   29614";"   20883";"    8731";"      35"
"Totaal";"2022";"Apeldoorn";"   74603";"   44824";"   29749";"   20745";"    9004";"      30"
"Totaal";"2023";"Apeldoorn";"   75096";"   45020";"   30052";"   20869";"    9183";"      24"
"Totaal";"2012";"Appingedam";"    5732";"    2808";"    2918";"    2455";"     463";"       6"
"Totaal";"2013";"Appingedam";"    5785";"    2832";"    2945";"    2526";"     419";"       8"
"Totaal";"2014";"Appingedam";"    5840";"    2828";"    3010";"    2566";"     444";"       2"
"Totaal";"2015";"Appingedam";"    5850";"    2830";"    3017";"    2573";"     444";"       3"
"Totaal";"2016";"Appingedam";"    5881";"    2884";"    2993";"    2596";"     397";"       4"
"Totaal";"2017";"Appingedam";"    5899";"    2892";"    3002";"    2593";"     409";"       5"
"Totaal";"2018";"Appingedam";"    5925";"    2895";"    3007";"    2589";"     418";"      23"
"Totaal";"2019";"Appingedam";"    6032";"    2911";"    3119";"    2607";"     512";"       2"
"Totaal";"2020";"Appingedam";"    6042";"    2915";"    3127";"    2596";"     531";"       0"
"Totaal";"2021";"Appingedam";"";"";"";"";"";""
"Totaal";"2022";"Appingedam";"";"";"";"";"";""
"Totaal";"2023";"Appingedam";"";"";"";"";"";""
"Totaal";"2012";"Arnhem";"   69605";"   31052";"   37359";"   25866";"   11493";"    1194"
"Totaal";"2013";"Arnhem";"   70571";"   31280";"   38805";"   26372";"   12433";"     486"
"Totaal";"2014";"Arnhem";"   71114";"   31323";"   39290";"   26326";"   12964";"     501"
"Totaal";"2015";"Arnhem";"   71962";"   31549";"   39816";"   26942";"   12874";"     597"
"Totaal";"2016";"Arnhem";"   72711";"   31924";"   40065";"   26772";"   13293";"     722"
"Totaal";"2017";"Arnhem";"   73640";"   31968";"   40805";"   26688";"   14117";"     867"
"Totaal";"2018";"Arnhem";"   74416";"   32363";"   41378";"   27043";"   14335";"     675"
"Totaal";"2019";"Arnhem";"   75632";"   33134";"   41937";"   27180";"   14757";"     561"
"Totaal";"2020";"Arnhem";"   76737";"   33345";"   43003";"   27244";"   15759";"     389"
"Totaal";"2021";"Arnhem";"   77839";"   33421";"   44063";"   27428";"   16635";"     355"
"Totaal";"2022";"Arnhem";"   79065";"   33783";"   45115";"   27538";"   17577";"     167"
"Totaal";"2023";"Arnhem";"   79817";"   34068";"   45651";"   27702";"   17949";"      98"
"Totaal";"2012";"Assen";"   29854";"   17707";"   11923";"    9093";"    2830";"     224"
"Totaal";"2013";"Assen";"   30183";"   17765";"   12262";"    9162";"    3100";"     156"
"Totaal";"2014";"Assen";"   30539";"   17806";"   12638";"    9236";"    3402";"      95"
"Totaal";"2015";"Assen";"   30737";"   17862";"   12571";"    9152";"    3419";"     304"
"Totaal";"2016";"Assen";"   30691";"   17971";"   12387";"    8954";"    3433";"     333"
"Totaal";"2017";"Assen";"   30995";"   18026";"   12582";"    8991";"    3591";"     387"
"Totaal";"2018";"Assen";"   31424";"   18212";"   12777";"    8867";"    3910";"     435"
"Totaal";"2019";"Assen";"   31570";"   18756";"   12642";"    8865";"    3777";"     172"
"Totaal";"2020";"Assen";"   32154";"   18922";"   13189";"    9000";"    4189";"      43"
"Totaal";"2021";"Assen";"   32538";"   19098";"   13402";"    9066";"    4336";"      38"
"Totaal";"2022";"Assen";"   32680";"   19203";"   13462";"    9039";"    4423";"      15"
"Totaal";"2023";"Assen";"   32998";"   19294";"   13653";"    8984";"    4669";"      51"
"Totaal";"2012";"Asten";"    6337";"    4583";"    1716";"    1423";"     293";"      38"
"Totaal";"2013";"Asten";"    6464";"    4704";"    1731";"    1419";"     312";"      29"
"Totaal";"2014";"Asten";"    6662";"    4760";"    1875";"    1453";"     422";"      27"
"Totaal";"2015";"Asten";"    6698";"    4759";"    1920";"    1485";"     435";"      19"
"Totaal";"2016";"Asten";"    6717";"    4740";"    1956";"    1451";"     505";"      21"
"Totaal";"2017";"Asten";"    6768";"    4780";"    1974";"    1454";"     520";"      14"
"Totaal";"2018";"Asten";"    6803";"    4814";"    1965";"    1460";"     505";"      24"
"Totaal";"2019";"Asten";"    6853";"    4895";"    1951";"    1484";"     467";"       7"
"Totaal";"2020";"Asten";"    6899";"    4898";"    1999";"    1492";"     507";"       2"
"Totaal";"2021";"Asten";"    7069";"    5006";"    2062";"    1536";"     526";"       1"
"Totaal";"2022";"Asten";"    7146";"    5051";"    2092";"    1537";"     555";"       3"
"Totaal";"2023";"Asten";"    7225";"    5106";"    2114";"    1536";"     578";"       5"
"Totaal";"2012";"Baarle-Nassau";"    2681";"    1901";"     761";"     326";"     435";"      19"
"Totaal";"2013";"Baarle-Nassau";"    2706";"    1900";"     781";"     336";"     445";"      25"
"Totaal";"2014";"Baarle-Nassau";"    2727";"    1909";"     798";"     325";"     473";"      20"
"Totaal";"2015";"Baarle-Nassau";"    2744";"    1927";"     804";"     343";"     461";"      13"
"Totaal";"2016";"Baarle-Nassau";"    2746";"    1921";"     811";"     332";"     479";"      14"
"Totaal";"2017";"Baarle-Nassau";"    2770";"    1925";"     828";"     331";"     497";"      17"
"Totaal";"2018";"Baarle-Nassau";"    2832";"    1966";"     852";"     329";"     523";"      14"
"Totaal";"2019";"Baarle-Nassau";"    2852";"    1997";"     799";"     338";"     461";"      56"
"Totaal";"2020";"Baarle-Nassau";"    2875";"    2004";"     809";"     334";"     475";"      62"
"Totaal";"2021";"Baarle-Nassau";"    2916";"    2028";"     848";"     332";"     516";"      40"
"Totaal";"2022";"Baarle-Nassau";"    2955";"    2071";"     848";"     329";"     519";"      36"
"Totaal";"2023";"Baarle-Nassau";"    2962";"    2066";"     864";"     327";"     537";"      32"
"Totaal";"2012";"Baarn";"   11071";"    6738";"    4030";"    2772";"    1258";"     303"
"Totaal";"2013";"Baarn";"   11228";"    6749";"    4246";"    2799";"    1447";"     233"
"Totaal";"2014";"Baarn";"   11439";"    6743";"    4461";"    2820";"    1641";"     235"
"Totaal";"2015";"Baarn";"   11586";"    6774";"    4478";"    2794";"    1684";"     334"
"Totaal";"2016";"Baarn";"   11586";"    6799";"    4418";"    2777";"    1641";"     369"
"Totaal";"2017";"Baarn";"   11676";"    6815";"    4426";"    2777";"    1649";"     435"
"Totaal";"2018";"Baarn";"   11564";"    6992";"    4247";"    2826";"    1421";"     325"
"Totaal";"2019";"Baarn";"   11647";"    7109";"    4513";"    2913";"    1600";"      25"
"Totaal";"2020";"Baarn";"   11679";"    7142";"    4525";"    2962";"    1563";"      12"
"Totaal";"2021";"Baarn";"   11700";"    7178";"    4515";"    2957";"    1558";"       7"
"Totaal";"2022";"Baarn";"   11766";"    7226";"    4537";"    2970";"    1567";"       3"
"Totaal";"2023";"Baarn";"   11790";"    7257";"    4531";"    2946";"    1585";"       2"
"Totaal";"2012";"Barendrecht";"   18421";"   12301";"    6033";"    4079";"    1954";"      87"
"Totaal";"2013";"Barendrecht";"   18760";"   12564";"    6169";"    4134";"    2035";"      27"
"Totaal";"2014";"Barendrecht";"   18806";"   12605";"    6188";"    3998";"    2190";"      13"
"Totaal";"2015";"Barendrecht";"   18867";"   12651";"    6202";"    4136";"    2066";"      14"
"Totaal";"2016";"Barendrecht";"   18918";"   12913";"    5991";"    3984";"    2007";"      14"
"Totaal";"2017";"Barendrecht";"   19131";"   13075";"    6021";"    4108";"    1913";"      35"
"Totaal";"2018";"Barendrecht";"   19184";"   13251";"    5897";"    4107";"    1790";"      36"
"Totaal";"2019";"Barendrecht";"   19256";"   13454";"    5771";"    4240";"    1531";"      31"
"Totaal";"2020";"Barendrecht";"   19416";"   13517";"    5884";"    4278";"    1606";"      15"
"Totaal";"2021";"Barendrecht";"   19433";"   13557";"    5862";"    4252";"    1610";"      14"
"Totaal";"2022";"Barendrecht";"   19594";"   13671";"    5902";"    4271";"    1631";"      21"
"Totaal";"2023";"Barendrecht";"   19750";"   13708";"    6019";"    4355";"    1664";"      23"
"Totaal";"2012";"Barneveld";"   19699";"   13114";"    6214";"    4080";"    2134";"     371"
"Totaal";"2013";"Barneveld";"   19835";"   13204";"    6301";"    4072";"    2229";"     330"
"Totaal";"2014";"Barneveld";"   20118";"   13366";"    6357";"    3984";"    2373";"     395"
"Totaal";"2015";"Barneveld";"   20598";"   13726";"    6496";"    4064";"    2432";"     376"
"Totaal";"2016";"Barneveld";"   20938";"   14044";"    6610";"    4064";"    2546";"     284"
"Totaal";"2017";"Barneveld";"   21330";"   14161";"    6821";"    4092";"    2729";"     348"
"Totaal";"2018";"Barneveld";"   21926";"   14704";"    6728";"    4173";"    2555";"     494"
"Totaal";"2019";"Barneveld";"   22249";"   15081";"    7129";"    4359";"    2770";"      39"
"Totaal";"2020";"Barneveld";"   22799";"   15420";"    7368";"    4408";"    2960";"      11"
"Totaal";"2021";"Barneveld";"   23146";"   15635";"    7493";"    4449";"    3044";"      18"
"Totaal";"2022";"Barneveld";"   23379";"   15863";"    7506";"    4457";"    3049";"      10"
"Totaal";"2023";"Barneveld";"   23576";"   16038";"    7530";"    4323";"    3207";"       8"
"Totaal";"2012";"Bedum";"    4424";"    3016";"    1400";"    1025";"     375";"       8"
"Totaal";"2013";"Bedum";"    4464";"    3048";"    1406";"    1028";"     378";"      10"
"Totaal";"2014";"Bedum";"    4500";"    3058";"    1431";"    1000";"     431";"      11"
"Totaal";"2015";"Bedum";"    4529";"    3080";"    1438";"    1097";"     341";"      11"
"Totaal";"2016";"Bedum";"    4570";"    3090";"    1466";"    1131";"     335";"      14"
"Totaal";"2017";"Bedum";"    4569";"    3114";"    1439";"    1085";"     354";"      16"
"Totaal";"2018";"Bedum";"    4614";"    3170";"    1424";"    1060";"     364";"      20"
"Totaal";"2019";"Bedum";"";"";"";"";"";""
