region,year,value
Baarn,2002,190
Baarn,2003,190
Baarn,2004,191
Baarn,2005,280
Baarn,2006,280
Baarn,2007,308
Baarn,2008,332
Baarn,2009,345
Baarn,2010,347
Baarn,2011,338
Baarn,2012,327
Baarn,2013,307
Baarn,2014,290
Baarn,2015,278
Baarn,2016,281
Baarn,2017,292
Baarn,2018,306
Baarn,2019,316
Baarn,2020,343
Baarn,2021,373
Baarn,2022,410
Baarn,2023,471
Baarn,2024,491
Barendrecht,1997,105
Barendrecht,1998,105
Barendrecht,1999,108
Barendrecht,2000,109
Barendrecht,2001,148
Barendrecht,2002,156
Barendrecht,2003,156
Barendrecht,2004,159
Barendrecht,2005,227
Barendrecht,2006,229
Barendrecht,2007,254
Barendrecht,2008,269
Barendrecht,2009,277
Barendrecht,2010,281
Barendrecht,2011,272
Barendrecht,2012,265
Barendrecht,2013,255
Barendrecht,2014,244
Barendrecht,2015,237
Barendrecht,2016,241
Barendrecht,2017,248
Barendrecht,2018,263
Barendrecht,2019,288
Barendrecht,2020,314
Barendrecht,2021,336
Barendrecht,2022,367
Barendrecht,2023,421
Barendrecht,2024,436
Barneveld,1997,107
Barneveld,1998,107
Barneveld,1999,105
Barneveld,2000,105
Barneveld,2001,190
Barneveld,2002,189
Barneveld,2003,186
Barneveld,2004,189
Barneveld,2005,277
Barneveld,2006,278
Barneveld,2007,291
Barneveld,2008,312
Barneveld,2009,326
Barneveld,2010,327
Barneveld,2011,318
Barneveld,2012,310
Barneveld,2013,297
Barneveld,2014,279
Barneveld,2015,271
Barneveld,2016,267
Barneveld,2017,267
Barneveld,2018,277
Barneveld,2019,297
Barneveld,2020,317
Barneveld,2021,339
Barneveld,2022,376
Barneveld,2023,434
Barneveld,2024,453
Bathmen,1997,109
Bathmen,1998,109
Bathmen,1999,109
Bathmen,2000,109
Bathmen,2001,160
Bathmen,2002,
Bathmen,2003,
Bathmen,2004,
Bathmen,2005,
Bathmen,2006,
Bathmen,2007,
Bathmen,2008,
Bathmen,2009,
Bathmen,2010,
Bathmen,2011,
Bathmen,2012,
Bathmen,2013,
Bathmen,2014,
Bathmen,2015,
Bathmen,2016,
Bathmen,2017,
Bathmen,2018,
Bathmen,2019,
Bathmen,2020,
Bathmen,2021,
Bathmen,2022,
Bathmen,2023,
Bathmen,2024,
Bedum,1997,67
Bedum,1998,68
Bedum,1999,68
Bedum,2000,69
Bedum,2001,94
Bedum,2002,100
Bedum,2003,101
Bedum,2004,101
Bedum,2005,162
Bedum,2006,164
Bedum,2007,178
Bedum,2008,191
Bedum,2009,196
Bedum,2010,191
Bedum,2011,188
Bedum,2012,189
Bedum,2013,183
Bedum,2014,175
Bedum,2015,169
Bedum,2016,167
Bedum,2017,175
Bedum,2018,181
Bedum,2019,
Bedum,2020,
Bedum,2021,
Bedum,2022,
Bedum,2023,
Bedum,2024,
Beek (L.),1997,96
Beek (L.),1998,96
Beek (L.),1999,95
Beek (L.),2000,95
Beek (L.),2001,147
Beek (L.),2002,147
Beek (L.),2003,147
Beek (L.),2004,148
Beek (L.),2005,191
Beek (L.),2006,191
Beek (L.),2007,200
Beek (L.),2008,212
Beek (L.),2009,218
Beek (L.),2010,212
Beek (L.),2011,199
Beek (L.),2012,194
Beek (L.),2013,188
Beek (L.),2014,184
Beek (L.),2015,178
Beek (L.),2016,185
Beek (L.),2017,188
Beek (L.),2018,192
Beek (L.),2019,205
Beek (L.),2020,223
Beek (L.),2021,238
Beek (L.),2022,252
Beek (L.),2023,293
Beek (L.),2024,295
Beekdaelen,1997,
Beekdaelen,1998,
Beekdaelen,1999,
Beekdaelen,2000,
Beekdaelen,2001,
Beekdaelen,2002,
Beekdaelen,2003,
Beekdaelen,2004,
Beekdaelen,2005,
Beekdaelen,2006,
Beekdaelen,2007,
Beekdaelen,2008,
Beekdaelen,2009,
Beekdaelen,2010,
Beekdaelen,2011,
Beekdaelen,2012,
Beekdaelen,2013,
Beekdaelen,2014,
Beekdaelen,2015,
Beekdaelen,2016,
Beekdaelen,2017,
Beekdaelen,2018,
Beekdaelen,2019,213
Beekdaelen,2020,230
Beekdaelen,2021,245
Beekdaelen,2022,263
Beekdaelen,2023,304
Beekdaelen,2024,306
Beemster,1997,100
Beemster,1998,100
Beemster,1999,101
Beemster,2000,102
Beemster,2001,184
Beemster,2002,185
Beemster,2003,184
Beemster,2004,186
Beemster,2005,285
Beemster,2006,284
Beemster,2007,305
Beemster,2008,320
Beemster,2009,328
Beemster,2010,334
Beemster,2011,329
Beemster,2012,322
Beemster,2013,315
Beemster,2014,301
Beemster,2015,292
Beemster,2016,293
Beemster,2017,303
Beemster,2018,323
Beemster,2019,369
Beemster,2020,405
Beemster,2021,429
Beemster,2022,
Beemster,2023,
Beemster,2024,
Beesel,1997,89
Beesel,1998,90
Beesel,1999,90
Beesel,2000,90
Beesel,2001,137
Beesel,2002,138
Beesel,2003,138
Beesel,2004,138
Beesel,2005,182
Beesel,2006,183
Beesel,2007,191
Beesel,2008,207
Beesel,2009,213
Beesel,2010,213
Beesel,2011,205
Beesel,2012,201
Beesel,2013,195
Beesel,2014,186
Beesel,2015,178
Beesel,2016,185
Beesel,2017,186
Beesel,2018,194
Beesel,2019,201
Beesel,2020,220
Beesel,2021,238
Beesel,2022,251
Beesel,2023,291
Beesel,2024,297
Beilen,1997,72
Beilen,1998,
Beilen,1999,
Beilen,2000,
Beilen,2001,
Beilen,2002,
Beilen,2003,
Beilen,2004,
Beilen,2005,
Beilen,2006,
Beilen,2007,
Beilen,2008,
Beilen,2009,
Beilen,2010,
Beilen,2011,
Beilen,2012,
Beilen,2013,
Beilen,2014,
Beilen,2015,
Beilen,2016,
Beilen,2017,
Beilen,2018,
Beilen,2019,
Beilen,2020,
Beilen,2021,
Beilen,2022,
Beilen,2023,
Beilen,2024,
Belfeld,1997,85
Belfeld,1998,85
Belfeld,1999,86
Belfeld,2000,85
Belfeld,2001,
Belfeld,2002,
Belfeld,2003,
Belfeld,2004,
Belfeld,2005,
Belfeld,2006,
Belfeld,2007,
Belfeld,2008,
Belfeld,2009,
Belfeld,2010,
Belfeld,2011,
Belfeld,2012,
Belfeld,2013,
Belfeld,2014,
Belfeld,2015,
Belfeld,2016,
Belfeld,2017,
Belfeld,2018,
Belfeld,2019,
Belfeld,2020,
Belfeld,2021,
Belfeld,2022,
Belfeld,2023,
Belfeld,2024,
Bellingwedde,1997,63
Bellingwedde,1998,64
Bellingwedde,1999,65
Bellingwedde,2000,65
Bellingwedde,2001,93
Bellingwedde,2002,93
Bellingwedde,2003,94
Bellingwedde,2004,95
Bellingwedde,2005,154
Bellingwedde,2006,154
Bellingwedde,2007,173
Bellingwedde,2008,183
Bellingwedde,2009,188
Bellingwedde,2010,189
Bellingwedde,2011,189
Bellingwedde,2012,182
Bellingwedde,2013,169
Bellingwedde,2014,162
Bellingwedde,2015,158
Bellingwedde,2016,160
Bellingwedde,2017,163
Bellingwedde,2018,
Bellingwedde,2019,
Bellingwedde,2020,
Bellingwedde,2021,
Bellingwedde,2022,
Bellingwedde,2023,
Bellingwedde,2024,
Bemmel,1997,102
Bemmel,1998,102
Bemmel,1999,103
Bemmel,2000,100
Bemmel,2001,147
Bemmel,2002,
Bemmel,2003,
Bemmel,2004,
Bemmel,2005,
Bemmel,2006,
Bemmel,2007,
Bemmel,2008,
Bemmel,2009,
Bemmel,2010,
Bemmel,2011,
Bemmel,2012,
Bemmel,2013,
Bemmel,2014,
Bemmel,2015,
Bemmel,2016,
Bemmel,2017,
Bemmel,2018,
Bemmel,2019,
Bemmel,2020,
Bemmel,2021,
Bemmel,2022,
Bemmel,2023,
Bemmel,2024,
Bennebroek,1997,144
Bennebroek,1998,144
Bennebroek,1999,145
Bennebroek,2000,146
Bennebroek,2001,230
Bennebroek,2002,232
Bennebroek,2003,233
Bennebroek,2004,234
Bennebroek,2005,360
Bennebroek,2006,361
Bennebroek,2007,379
Bennebroek,2008,406
Bennebroek,2009,
Bennebroek,2010,
Bennebroek,2011,
Bennebroek,2012,
Bennebroek,2013,
Bennebroek,2014,
Bennebroek,2015,
Bennebroek,2016,
Bennebroek,2017,
Bennebroek,2018,
Bennebroek,2019,
Bennebroek,2020,
Bennebroek,2021,
Bennebroek,2022,
Bennebroek,2023,
Bennebroek,2024,
Berg en Dal,1997,
Berg en Dal,1998,
Berg en Dal,1999,
Berg en Dal,2000,
Berg en Dal,2001,
Berg en Dal,2002,
Berg en Dal,2003,
Berg en Dal,2004,
Berg en Dal,2005,
Berg en Dal,2006,
Berg en Dal,2007,
Berg en Dal,2008,
Berg en Dal,2009,
Berg en Dal,2010,
Berg en Dal,2011,
Berg en Dal,2012,
Berg en Dal,2013,
Berg en Dal,2014,
Berg en Dal,2015,
Berg en Dal,2016,216
Berg en Dal,2017,218
Berg en Dal,2018,227
Berg en Dal,2019,244
Berg en Dal,2020,259
Berg en Dal,2021,276
Berg en Dal,2022,304
Berg en Dal,2023,349
Berg en Dal,2024,371
Bergambacht,1997,97
Bergambacht,1998,98
Bergambacht,1999,98
Bergambacht,2000,99
Bergambacht,2001,182
Bergambacht,2002,182
Bergambacht,2003,183
Bergambacht,2004,184
Bergambacht,2005,266
Bergambacht,2006,268
Bergambacht,2007,290
Bergambacht,2008,305
Bergambacht,2009,316
Bergambacht,2010,319
Bergambacht,2011,306
Bergambacht,2012,302
Bergambacht,2013,294
Bergambacht,2014,271
Bergambacht,2015,
Bergambacht,2016,
Bergambacht,2017,
Bergambacht,2018,
Bergambacht,2019,
Bergambacht,2020,
Bergambacht,2021,
Bergambacht,2022,
Bergambacht,2023,
Bergambacht,2024,
Bergeijk,1997,
Bergeijk,1998,
Bergeijk,1999,101
Bergeijk,2000,102
Bergeijk,2001,195
Bergeijk,2002,195
Bergeijk,2003,194
Bergeijk,2004,195
Bergeijk,2005,293
Bergeijk,2006,295
Bergeijk,2007,315
Bergeijk,2008,335
Bergeijk,2009,344
Bergeijk,2010,340
Bergeijk,2011,328
Bergeijk,2012,320
Bergeijk,2013,308
Bergeijk,2014,290
Bergeijk,2015,271
Bergeijk,2016,270
Bergeijk,2017,279
Bergeijk,2018,288
Bergeijk,2019,311
Bergeijk,2020,325
Bergeijk,2021,346
Bergeijk,2022,385
Bergeijk,2023,432
Bergeijk,2024,474
Bergen (L.),1997,92
Bergen (L.),1998,92
Bergen (L.),1999,93
Bergen (L.),2000,93
Bergen (L.),2001,150
Bergen (L.),2002,151
Bergen (L.),2003,152
Bergen (L.),2004,151
Bergen (L.),2005,215
Bergen (L.),2006,217
Bergen (L.),2007,234
Bergen (L.),2008,249
Bergen (L.),2009,249
Bergen (L.),2010,247
Bergen (L.),2011,235
Bergen (L.),2012,220
Bergen (L.),2013,212
Bergen (L.),2014,208
Bergen (L.),2015,200
Bergen (L.),2016,202
Bergen (L.),2017,204
Bergen (L.),2018,208
Bergen (L.),2019,229
Bergen (L.),2020,247
Bergen (L.),2021,262
Bergen (L.),2022,281
Bergen (L.),2023,327
Bergen (L.),2024,333
Bergen (NH.),1997,161
Bergen (NH.),1998,161
Bergen (NH.),1999,160
Bergen (NH.),2000,161
Bergen (NH.),2001,225
Bergen (NH.),2002,225
Bergen (NH.),2003,225
Bergen (NH.),2004,225
Bergen (NH.),2005,328
Bergen (NH.),2006,327
Bergen (NH.),2007,349
Bergen (NH.),2008,385
Bergen (NH.),2009,397
Bergen (NH.),2010,397
Bergen (NH.),2011,394
Bergen (NH.),2012,388
Bergen (NH.),2013,369
Bergen (NH.),2014,349
Bergen (NH.),2015,346
Bergen (NH.),2016,347
Bergen (NH.),2017,355
Bergen (NH.),2018,374
Bergen (NH.),2019,381
Bergen (NH.),2020,414
Bergen (NH.),2021,439
Bergen (NH.),2022,478
Bergen (NH.),2023,548
Bergen (NH.),2024,580
Bergen op Zoom,1997,78
Bergen op Zoom,1998,78
Bergen op Zoom,1999,79
Bergen op Zoom,2000,79
Bergen op Zoom,2001,111
Bergen op Zoom,2002,112
Bergen op Zoom,2003,112
Bergen op Zoom,2004,112
Bergen op Zoom,2005,174
Bergen op Zoom,2006,174
Bergen op Zoom,2007,194
Bergen op Zoom,2008,208
Bergen op Zoom,2009,215
Bergen op Zoom,2010,216
Bergen op Zoom,2011,211
Bergen op Zoom,2012,208
Bergen op Zoom,2013,202
Bergen op Zoom,2014,195
Bergen op Zoom,2015,193
Bergen op Zoom,2016,196
Bergen op Zoom,2017,201
Bergen op Zoom,2018,206
Bergen op Zoom,2019,221
Bergen op Zoom,2020,233
Bergen op Zoom,2021,249
Bergen op Zoom,2022,270
Bergen op Zoom,2023,304
Bergen op Zoom,2024,312
Bergeyk,1997,101
Bergeyk,1998,101
Bergeyk,1999,
Bergeyk,2000,
Bergeyk,2001,
Bergeyk,2002,
Bergeyk,2003,
Bergeyk,2004,
Bergeyk,2005,
Bergeyk,2006,
Bergeyk,2007,
Bergeyk,2008,
Bergeyk,2009,
Bergeyk,2010,
Bergeyk,2011,
Bergeyk,2012,
Bergeyk,2013,
Bergeyk,2014,
Bergeyk,2015,
Bergeyk,2016,
Bergeyk,2017,
Bergeyk,2018,
Bergeyk,2019,
Bergeyk,2020,
Bergeyk,2021,
Bergeyk,2022,
Bergeyk,2023,
Bergeyk,2024,
Bergh,1997,77
Bergh,1998,77
Bergh,1999,78
Bergh,2000,79
Bergh,2001,147
Bergh,2002,
Bergh,2003,
Bergh,2004,
Bergh,2005,
Bergh,2006,
Bergh,2007,
Bergh,2008,
Bergh,2009,
Bergh,2010,
Bergh,2011,
Bergh,2012,
Bergh,2013,
Bergh,2014,
Bergh,2015,
Bergh,2016,
Bergh,2017,
Bergh,2018,
Bergh,2019,
Bergh,2020,
Bergh,2021,
Bergh,2022,
Bergh,2023,
Bergh,2024,
Bergschenhoek,1997,125
Bergschenhoek,1998,126
Bergschenhoek,1999,124
Bergschenhoek,2000,127
Bergschenhoek,2001,184
Bergschenhoek,2002,178
Bergschenhoek,2003,186
Bergschenhoek,2004,185
Bergschenhoek,2005,275
Bergschenhoek,2006,274
Bergschenhoek,2007,
Bergschenhoek,2008,
Bergschenhoek,2009,
Bergschenhoek,2010,
Bergschenhoek,2011,
Bergschenhoek,2012,
Bergschenhoek,2013,
Bergschenhoek,2014,
Bergschenhoek,2015,
Bergschenhoek,2016,
Bergschenhoek,2017,
Bergschenhoek,2018,
Bergschenhoek,2019,
Bergschenhoek,2020,
Bergschenhoek,2021,
Bergschenhoek,2022,
Bergschenhoek,2023,
Bergschenhoek,2024,
Berkel en Rodenrijs,1997,111
Berkel en Rodenrijs,1998,110
Berkel en Rodenrijs,1999,111
Berkel en Rodenrijs,2000,112
Berkel en Rodenrijs,2001,158
Berkel en Rodenrijs,2002,158
Berkel en Rodenrijs,2003,156
Berkel en Rodenrijs,2004,170
Berkel en Rodenrijs,2005,234
Berkel en Rodenrijs,2006,226
Berkel en Rodenrijs,2007,
Berkel en Rodenrijs,2008,
Berkel en Rodenrijs,2009,
Berkel en Rodenrijs,2010,
Berkel en Rodenrijs,2011,
Berkel en Rodenrijs,2012,
Berkel en Rodenrijs,2013,
Berkel en Rodenrijs,2014,
Berkel en Rodenrijs,2015,
Berkel en Rodenrijs,2016,
Berkel en Rodenrijs,2017,
Berkel en Rodenrijs,2018,
Berkel en Rodenrijs,2019,
Berkel en Rodenrijs,2020,
Berkel en Rodenrijs,2021,
Berkel en Rodenrijs,2022,
Berkel en Rodenrijs,2023,
Berkel en Rodenrijs,2024,
Berkelland,1997,
Berkelland,1998,
Berkelland,1999,
Berkelland,2000,
Berkelland,2001,
Berkelland,2002,
Berkelland,2003,
Berkelland,2004,
Berkelland,2005,208
Berkelland,2006,209
Berkelland,2007,223
Berkelland,2008,236
Berkelland,2009,241
Berkelland,2010,244
Berkelland,2011,238
Berkelland,2012,227
Berkelland,2013,216
Berkelland,2014,203
Berkelland,2015,198
Berkelland,2016,198
Berkelland,2017,205
Berkelland,2018,215
Berkelland,2019,241
Berkelland,2020,255
Berkelland,2021,273
Berkelland,2022,298
Berkelland,2023,357
Berkelland,2024,370
Bernheze,1997,96
Bernheze,1998,96
Bernheze,1999,97
Bernheze,2000,97
Bernheze,2001,176
Bernheze,2002,177
Bernheze,2003,177
Bernheze,2004,178
Bernheze,2005,276
Bernheze,2006,277
Bernheze,2007,299
Bernheze,2008,318
Bernheze,2009,320
Bernheze,2010,330
Bernheze,2011,324
Bernheze,2012,306
Bernheze,2013,294
Bernheze,2014,277
Bernheze,2015,267
Bernheze,2016,266
Bernheze,2017,272
Bernheze,2018,
Bernheze,2019,306
Bernheze,2020,326
Bernheze,2021,333
Bernheze,2022,374
Bernheze,2023,428
Bernheze,2024,457
Bernisse,1997,70
Bernisse,1998,70
Bernisse,1999,71
Bernisse,2000,72
Bernisse,2001,142
Bernisse,2002,143
Bernisse,2003,143
Bernisse,2004,144
Bernisse,2005,208
Bernisse,2006,209
Bernisse,2007,232
Bernisse,2008,247
Bernisse,2009,258
Bernisse,2010,258
Bernisse,2011,253
Bernisse,2012,250
Bernisse,2013,246
Bernisse,2014,230
Bernisse,2015,
Bernisse,2016,
Bernisse,2017,
Bernisse,2018,
Bernisse,2019,
Bernisse,2020,
Bernisse,2021,
Bernisse,2022,
Bernisse,2023,
Bernisse,2024,
Best,1997,87
Best,1998,88
Best,1999,89
Best,2000,90
Best,2001,164
Best,2002,166
Best,2003,168
Best,2004,170
Best,2005,255
Best,2006,257
Best,2007,275
Best,2008,297
Best,2009,307
Best,2010,308
Best,2011,303
Best,2012,293
Best,2013,280
Best,2014,261
Best,2015,252
Best,2016,251
Best,2017,263
Best,2018,272
Best,2019,292
Best,2020,308
Best,2021,321
Best,2022,359
Best,2023,404
Best,2024,428
Beuningen,1997,90
Beuningen,1998,92
Beuningen,1999,93
Beuningen,2000,94
Beuningen,2001,154
Beuningen,2002,155
Beuningen,2003,155
Beuningen,2004,156
Beuningen,2005,232
Beuningen,2006,233
Beuningen,2007,249
Beuningen,2008,268
Beuningen,2009,274
Beuningen,2010,275
Beuningen,2011,271
Beuningen,2012,264
Beuningen,2013,252
Beuningen,2014,230
Beuningen,2015,223
Beuningen,2016,223
Beuningen,2017,225
Beuningen,2018,235
Beuningen,2019,251
Beuningen,2020,271
Beuningen,2021,291
Beuningen,2022,329
Beuningen,2023,377
Beuningen,2024,391
Beverwijk,1997,72
Beverwijk,1998,72
Beverwijk,1999,73
Beverwijk,2000,73
Beverwijk,2001,107
Beverwijk,2002,107
Beverwijk,2003,111
Beverwijk,2004,113
Beverwijk,2005,179
Beverwijk,2006,178
Beverwijk,2007,190
Beverwijk,2008,199
Beverwijk,2009,202
Beverwijk,2010,205
Beverwijk,2011,200
Beverwijk,2012,196
Beverwijk,2013,191
Beverwijk,2014,179
Beverwijk,2015,176
Beverwijk,2016,176
Beverwijk,2017,183
Beverwijk,2018,194
Beverwijk,2019,214
Beverwijk,2020,239
Beverwijk,2021,259
Beverwijk,2022,286
Beverwijk,2023,341
Beverwijk,2024,336
Binnenmaas,1997,92
Binnenmaas,1998,93
Binnenmaas,1999,94
Binnenmaas,2000,95
Binnenmaas,2001,148
Binnenmaas,2002,148
Binnenmaas,2003,149
Binnenmaas,2004,151
Binnenmaas,2005,230
Binnenmaas,2006,231
Binnenmaas,2007,241
Binnenmaas,2008,260
Binnenmaas,2009,268
Binnenmaas,2010,269
Binnenmaas,2011,259
Binnenmaas,2012,255
Binnenmaas,2013,246
Binnenmaas,2014,231
Binnenmaas,2015,223
Binnenmaas,2016,226
Binnenmaas,2017,230
Binnenmaas,2018,238
Binnenmaas,2019,
Binnenmaas,2020,
Binnenmaas,2021,
Binnenmaas,2022,
Binnenmaas,2023,
Binnenmaas,2024,
Bladel,1997,103
Bladel,1998,102
Bladel,1999,102
Bladel,2000,103
Bladel,2001,179
Bladel,2002,180
Bladel,2003,180
Bladel,2004,180
Bladel,2005,266
Bladel,2006,267
Bladel,2007,282
Bladel,2008,307
Bladel,2009,315
Bladel,2010,318
Bladel,2011,300
Bladel,2012,291
Bladel,2013,282
Bladel,2014,272
Bladel,2015,263
Bladel,2016,259
Bladel,2017,268
Bladel,2018,278
Bladel,2019,293
Bladel,2020,310
Bladel,2021,331
Bladel,2022,366
Bladel,2023,409
Bladel,2024,434
Blaricum,1997,181
Blaricum,1998,182
Blaricum,1999,183
Blaricum,2000,184
Blaricum,2001,359
Blaricum,2002,359
Blaricum,2003,359
Blaricum,2004,363
Blaricum,2005,515
Blaricum,2006,518
Blaricum,2007,535
Blaricum,2008,590
Blaricum,2009,636
Blaricum,2010,633
Blaricum,2011,619
Blaricum,2012,589
Blaricum,2013,557
Blaricum,2014,529
Blaricum,2015,512
Blaricum,2016,504
Blaricum,2017,527
Blaricum,2018,575
Blaricum,2019,590
Blaricum,2020,636
Blaricum,2021,686
Blaricum,2022,730
Blaricum,2023,843
Blaricum,2024,858
Bleiswijk,1997,105
Bleiswijk,1998,105
Bleiswijk,1999,105
Bleiswijk,2000,105
Bleiswijk,2001,161
Bleiswijk,2002,163
Bleiswijk,2003,167
Bleiswijk,2004,168
Bleiswijk,2005,254
Bleiswijk,2006,255
Bleiswijk,2007,
Bleiswijk,2008,
Bleiswijk,2009,
Bleiswijk,2010,
Bleiswijk,2011,
Bleiswijk,2012,
Bleiswijk,2013,
Bleiswijk,2014,
Bleiswijk,2015,
Bleiswijk,2016,
Bleiswijk,2017,
Bleiswijk,2018,
Bleiswijk,2019,
Bleiswijk,2020,
Bleiswijk,2021,
Bleiswijk,2022,
Bleiswijk,2023,
Bleiswijk,2024,
Bloemendaal,1997,205
Bloemendaal,1998,204
Bloemendaal,1999,207
Bloemendaal,2000,208
Bloemendaal,2001,363
Bloemendaal,2002,363
Bloemendaal,2003,362
Bloemendaal,2004,361
Bloemendaal,2005,565
Bloemendaal,2006,565
Bloemendaal,2007,624
Bloemendaal,2008,702
Bloemendaal,2009,668
Bloemendaal,2010,672
Bloemendaal,2011,653
Bloemendaal,2012,626
Bloemendaal,2013,591
Bloemendaal,2014,548
Bloemendaal,2015,529
Bloemendaal,2016,552
Bloemendaal,2017,586
Bloemendaal,2018,637
Bloemendaal,2019,681
Bloemendaal,2020,735
Bloemendaal,2021,775
Bloemendaal,2022,829
Bloemendaal,2023,930
Bloemendaal,2024,905
Boarnsterhim,1997,55
Boarnsterhim,1998,55
Boarnsterhim,1999,56
Boarnsterhim,2000,57
Boarnsterhim,2001,107
Boarnsterhim,2002,108
Boarnsterhim,2003,110
Boarnsterhim,2004,111
Boarnsterhim,2005,168
Boarnsterhim,2006,168
Boarnsterhim,2007,186
Boarnsterhim,2008,201
Boarnsterhim,2009,206
Boarnsterhim,2010,200
Boarnsterhim,2011,198
Boarnsterhim,2012,195
Boarnsterhim,2013,184
Boarnsterhim,2014,
Boarnsterhim,2015,
Boarnsterhim,2016,
Boarnsterhim,2017,
Boarnsterhim,2018,
Boarnsterhim,2019,
Boarnsterhim,2020,
Boarnsterhim,2021,
Boarnsterhim,2022,
Boarnsterhim,2023,
Boarnsterhim,2024,
Bodegraven,1997,90
Bodegraven,1998,90
Bodegraven,1999,91
Bodegraven,2000,91
Bodegraven,2001,158
Bodegraven,2002,158
Bodegraven,2003,158
Bodegraven,2004,159
Bodegraven,2005,237
Bodegraven,2006,237
Bodegraven,2007,252
Bodegraven,2008,270
Bodegraven,2009,279
Bodegraven,2010,280
Bodegraven,2011,
Bodegraven,2012,
Bodegraven,2013,
Bodegraven,2014,
Bodegraven,2015,
Bodegraven,2016,
Bodegraven,2017,
Bodegraven,2018,
Bodegraven,2019,
Bodegraven,2020,
Bodegraven,2021,
Bodegraven,2022,
Bodegraven,2023,
Bodegraven,2024,
Bodegraven-Reeuwijk,1997,
Bodegraven-Reeuwijk,1998,
Bodegraven-Reeuwijk,1999,
Bodegraven-Reeuwijk,2000,
Bodegraven-Reeuwijk,2001,
Bodegraven-Reeuwijk,2002,
Bodegraven-Reeuwijk,2003,
Bodegraven-Reeuwijk,2004,
Bodegraven-Reeuwijk,2005,
Bodegraven-Reeuwijk,2006,
Bodegraven-Reeuwijk,2007,
Bodegraven-Reeuwijk,2008,
Bodegraven-Reeuwijk,2009,
Bodegraven-Reeuwijk,2010,
Bodegraven-Reeuwijk,2011,312
Bodegraven-Reeuwijk,2012,302
Bodegraven-Reeuwijk,2013,290
Bodegraven-Reeuwijk,2014,276
Bodegraven-Reeuwijk,2015,267
Bodegraven-Reeuwijk,2016,264
Bodegraven-Reeuwijk,2017,270
Bodegraven-Reeuwijk,2018,278
Bodegraven-Reeuwijk,2019,307
Bodegraven-Reeuwijk,2020,330
Bodegraven-Reeuwijk,2021,352
Bodegraven-Reeuwijk,2022,381
Bodegraven-Reeuwijk,2023,434
Bodegraven-Reeuwijk,2024,449
Boekel,1997,113
Boekel,1998,112
Boekel,1999,113
Boekel,2000,113
Boekel,2001,169
Boekel,2002,169
Boekel,2003,169
Boekel,2004,170
Boekel,2005,267
Boekel,2006,268
Boekel,2007,291
Boekel,2008,310
Boekel,2009,314
Boekel,2010,313
Boekel,2011,300
Boekel,2012,292
Boekel,2013,280
Boekel,2014,261
Boekel,2015,248
Boekel,2016,245
Boekel,2017,252
Boekel,2018,261
Boekel,2019,285
Boekel,2020,304
Boekel,2021,309
Boekel,2022,344
Boekel,2023,398
Boekel,2024,417
Bolsward,1997,55
Bolsward,1998,56
Bolsward,1999,56
Bolsward,2000,56
Bolsward,2001,84
Bolsward,2002,86
Bolsward,2003,87
Bolsward,2004,87
Bolsward,2005,142
Bolsward,2006,144
Bolsward,2007,164
Bolsward,2008,180
Bolsward,2009,184
Bolsward,2010,181
Bolsward,2011,
Bolsward,2012,
Bolsward,2013,
Bolsward,2014,
Bolsward,2015,
Bolsward,2016,
Bolsward,2017,
Bolsward,2018,
Bolsward,2019,
Bolsward,2020,
Bolsward,2021,
Bolsward,2022,
Bolsward,2023,
Bolsward,2024,
Borculo,1997,91
Borculo,1998,92
Borculo,1999,92
Borculo,2000,93
Borculo,2001,136
Borculo,2002,
Borculo,2003,
Borculo,2004,
Borculo,2005,
Borculo,2006,
Borculo,2007,
Borculo,2008,
Borculo,2009,
Borculo,2010,
Borculo,2011,
Borculo,2012,
Borculo,2013,
Borculo,2014,
Borculo,2015,
Borculo,2016,
Borculo,2017,
Borculo,2018,
Borculo,2019,
Borculo,2020,
Borculo,2021,
Borculo,2022,
Borculo,2023,
Borculo,2024,
Borger,1997,66
Borger,1998,
Borger,1999,
Borger,2000,
Borger,2001,
Borger,2002,
Borger,2003,
Borger,2004,
Borger,2005,
Borger,2006,
Borger,2007,
Borger,2008,
Borger,2009,
Borger,2010,
Borger,2011,
Borger,2012,
Borger,2013,
Borger,2014,
Borger,2015,
Borger,2016,
Borger,2017,
Borger,2018,
Borger,2019,
Borger,2020,
Borger,2021,
Borger,2022,
Borger,2023,
Borger,2024,
Borger-Odoorn,1997,
Borger-Odoorn,1998,72
Borger-Odoorn,1999,73
Borger-Odoorn,2000,73
Borger-Odoorn,2001,119
Borger-Odoorn,2002,120
Borger-Odoorn,2003,121
Borger-Odoorn,2004,122
Borger-Odoorn,2005,181
Borger-Odoorn,2006,182
Borger-Odoorn,2007,192
Borger-Odoorn,2008,202
Borger-Odoorn,2009,207
Borger-Odoorn,2010,210
Borger-Odoorn,2011,207
Borger-Odoorn,2012,204
Borger-Odoorn,2013,195
Borger-Odoorn,2014,180
Borger-Odoorn,2015,173
Borger-Odoorn,2016,168
Borger-Odoorn,2017,175
Borger-Odoorn,2018,183
Borger-Odoorn,2019,197
Borger-Odoorn,2020,209
Borger-Odoorn,2021,227
Borger-Odoorn,2022,253
Borger-Odoorn,2023,297
Borger-Odoorn,2024,304
Born,1997,94
Born,1998,94
Born,1999,94
Born,2000,95
Born,2001,
Born,2002,
Born,2003,
Born,2004,
