period,region,mean_value
2001,Hardinxveld-Giessendam,136.0
2002,Hardinxveld-Giessendam,135.0
2003,Hardinxveld-Giessendam,137.0
2004,Hardinxveld-Giessendam,138.0
2005,Hardinxveld-Giessendam,204.0
2006,Hardinxveld-Giessendam,205.0
2007,Hardinxveld-Giessendam,230.0
2008,Hardinxveld-Giessendam,248.0
2009,Hardinxveld-Giessendam,259.0
2010,Hardinxveld-Giessendam,258.0
2011,Hardinxveld-Giessendam,248.0
2012,Hardinxveld-Giessendam,243.0
2013,Hardinxveld-Giessendam,233.0
2014,Hardinxveld-Giessendam,224.0
2015,Hardinxveld-Giessendam,216.0
2016,Hardinxveld-Giessendam,217.0
2017,Hardinxveld-Giessendam,221.0
2018**,Hardinxveld-Giessendam,228.0
2019*,Hardinxveld-Giessendam,240.0
2020*,Hardinxveld-Giessendam,255.0
1997,Haren,112.0
1998,Haren,111.0
1999,Haren,112.0
2000,Haren,113.0
2001,Haren,158.0
2002,Haren,157.0
2003,Haren,159.0
2004,Haren,160.0
2005,Haren,245.0
2006,Haren,245.0
2007,Haren,273.0
2008,Haren,306.0
2009,Haren,310.0
2010,Haren,306.0
2011,Haren,295.0
2012,Haren,286.0
2013,Haren,274.0
2014,Haren,260.0
2015,Haren,254.0
2016,Haren,256.0
2017,Haren,272.0
2018**,Haren,291.0
2019*,Haren,
2020*,Haren,
1997,Harenkarspel,82.0
1998,Harenkarspel,83.0
1999,Harenkarspel,84.0
2000,Harenkarspel,84.0
2001,Harenkarspel,154.0
2002,Harenkarspel,156.0
2003,Harenkarspel,158.0
2004,Harenkarspel,159.0
2005,Harenkarspel,229.0
2006,Harenkarspel,228.0
2007,Harenkarspel,254.0
2008,Harenkarspel,265.0
2009,Harenkarspel,274.0
2010,Harenkarspel,278.0
2011,Harenkarspel,274.0
2012,Harenkarspel,271.0
2013,Harenkarspel,
2014,Harenkarspel,
2015,Harenkarspel,
2016,Harenkarspel,
2017,Harenkarspel,
2018**,Harenkarspel,
2019*,Harenkarspel,
2020*,Harenkarspel,
1997,Harlingen,59.0
1998,Harlingen,59.0
1999,Harlingen,60.0
2000,Harlingen,61.0
2001,Harlingen,88.0
2002,Harlingen,88.0
2003,Harlingen,89.0
2004,Harlingen,89.0
2005,Harlingen,144.0
2006,Harlingen,145.0
2007,Harlingen,161.0
2008,Harlingen,175.0
2009,Harlingen,178.0
2010,Harlingen,178.0
2011,Harlingen,176.0
2012,Harlingen,174.0
2013,Harlingen,165.0
2014,Harlingen,154.0
2015,Harlingen,147.0
2016,Harlingen,149.0
2017,Harlingen,151.0
2018**,Harlingen,156.0
2019*,Harlingen,164.0
2020*,Harlingen,177.0
1997,Harmelen,112.0
1998,Harmelen,111.0
1999,Harmelen,112.0
2000,Harmelen,112.0
2001,Harmelen,
2002,Harmelen,
2003,Harmelen,
2004,Harmelen,
2005,Harmelen,
2006,Harmelen,
2007,Harmelen,
2008,Harmelen,
2009,Harmelen,
2010,Harmelen,
2011,Harmelen,
2012,Harmelen,
2013,Harmelen,
2014,Harmelen,
2015,Harmelen,
2016,Harmelen,
2017,Harmelen,
2018**,Harmelen,
2019*,Harmelen,
2020*,Harmelen,
1997,Hasselt,82.0
1998,Hasselt,84.0
1999,Hasselt,85.0
2000,Hasselt,85.0
2001,Hasselt,
2002,Hasselt,
2003,Hasselt,
2004,Hasselt,
2005,Hasselt,
2006,Hasselt,
2007,Hasselt,
2008,Hasselt,
2009,Hasselt,
2010,Hasselt,
2011,Hasselt,
2012,Hasselt,
2013,Hasselt,
2014,Hasselt,
2015,Hasselt,
2016,Hasselt,
2017,Hasselt,
2018**,Hasselt,
2019*,Hasselt,
2020*,Hasselt,
1997,Hattem,104.0
1998,Hattem,104.0
1999,Hattem,104.0
2000,Hattem,104.0
2001,Hattem,161.0
2002,Hattem,162.0
2003,Hattem,162.0
2004,Hattem,162.0
2005,Hattem,257.0
2006,Hattem,258.0
2007,Hattem,271.0
2008,Hattem,289.0
2009,Hattem,297.0
2010,Hattem,291.0
2011,Hattem,285.0
2012,Hattem,276.0
2013,Hattem,268.0
2014,Hattem,252.0
2015,Hattem,241.0
2016,Hattem,240.0
2017,Hattem,252.0
2018**,Hattem,262.0
2019*,Hattem,282.0
2020*,Hattem,302.0
1997,Havelte,83.0
1998,Havelte,
1999,Havelte,
2000,Havelte,
2001,Havelte,
2002,Havelte,
2003,Havelte,
2004,Havelte,
2005,Havelte,
2006,Havelte,
2007,Havelte,
2008,Havelte,
2009,Havelte,
2010,Havelte,
2011,Havelte,
2012,Havelte,
2013,Havelte,
2014,Havelte,
2015,Havelte,
2016,Havelte,
2017,Havelte,
2018**,Havelte,
2019*,Havelte,
2020*,Havelte,
1997,Hedel,91.0
1998,Hedel,93.0
1999,Hedel,
2000,Hedel,
2001,Hedel,
2002,Hedel,
2003,Hedel,
2004,Hedel,
2005,Hedel,
2006,Hedel,
2007,Hedel,
2008,Hedel,
2009,Hedel,
2010,Hedel,
2011,Hedel,
2012,Hedel,
2013,Hedel,
2014,Hedel,
2015,Hedel,
2016,Hedel,
2017,Hedel,
2018**,Hedel,
2019*,Hedel,
2020*,Hedel,
1997,Heel,98.0
1998,Heel,99.0
1999,Heel,100.0
2000,Heel,100.0
2001,Heel,152.0
2002,Heel,151.0
2003,Heel,152.0
2004,Heel,152.0
2005,Heel,219.0
2006,Heel,219.0
2007,Heel,
2008,Heel,
2009,Heel,
2010,Heel,
2011,Heel,
2012,Heel,
2013,Heel,
2014,Heel,
2015,Heel,
2016,Heel,
2017,Heel,
2018**,Heel,
2019*,Heel,
2020*,Heel,
1997,Heemskerk,74.0
1998,Heemskerk,74.0
1999,Heemskerk,75.0
2000,Heemskerk,76.0
2001,Heemskerk,133.0
2002,Heemskerk,133.0
2003,Heemskerk,133.0
2004,Heemskerk,134.0
2005,Heemskerk,207.0
2006,Heemskerk,211.0
2007,Heemskerk,222.0
2008,Heemskerk,233.0
2009,Heemskerk,241.0
2010,Heemskerk,243.0
2011,Heemskerk,239.0
2012,Heemskerk,235.0
2013,Heemskerk,224.0
2014,Heemskerk,212.0
2015,Heemskerk,206.0
2016,Heemskerk,212.0
2017,Heemskerk,218.0
2018**,Heemskerk,233.0
2019*,Heemskerk,258.0
2020*,Heemskerk,283.0
1997,Heemstede,145.0
1998,Heemstede,145.0
1999,Heemstede,145.0
2000,Heemstede,144.0
2001,Heemstede,233.0
2002,Heemstede,233.0
2003,Heemstede,233.0
2004,Heemstede,233.0
2005,Heemstede,344.0
2006,Heemstede,343.0
2007,Heemstede,374.0
2008,Heemstede,414.0
2009,Heemstede,431.0
2010,Heemstede,445.0
2011,Heemstede,431.0
2012,Heemstede,416.0
2013,Heemstede,394.0
2014,Heemstede,369.0
2015,Heemstede,360.0
2016,Heemstede,377.0
2017,Heemstede,410.0
2018**,Heemstede,453.0
2019*,Heemstede,502.0
2020*,Heemstede,546.0
1997,Heerde,111.0
1998,Heerde,108.0
1999,Heerde,109.0
2000,Heerde,109.0
2001,Heerde,169.0
2002,Heerde,170.0
2003,Heerde,170.0
2004,Heerde,171.0
2005,Heerde,288.0
2006,Heerde,289.0
2007,Heerde,297.0
2008,Heerde,311.0
2009,Heerde,317.0
2010,Heerde,320.0
2011,Heerde,311.0
2012,Heerde,301.0
2013,Heerde,277.0
2014,Heerde,254.0
2015,Heerde,245.0
2016,Heerde,237.0
2017,Heerde,252.0
2018**,Heerde,260.0
2019*,Heerde,275.0
2020*,Heerde,294.0
1997,Heerenveen,61.0
1998,Heerenveen,65.0
1999,Heerenveen,63.0
2000,Heerenveen,64.0
2001,Heerenveen,113.0
2002,Heerenveen,114.0
2003,Heerenveen,116.0
2004,Heerenveen,116.0
2005,Heerenveen,177.0
2006,Heerenveen,178.0
2007,Heerenveen,195.0
2008,Heerenveen,211.0
2009,Heerenveen,219.0
2010,Heerenveen,213.0
2011,Heerenveen,216.0
2012,Heerenveen,210.0
2013,Heerenveen,199.0
2014,Heerenveen,183.0
2015,Heerenveen,177.0
2016,Heerenveen,181.0
2017,Heerenveen,186.0
2018**,Heerenveen,200.0
2019*,Heerenveen,209.0
2020*,Heerenveen,227.0
1997,Heerewaarden,71.0
1998,Heerewaarden,72.0
1999,Heerewaarden,
2000,Heerewaarden,
2001,Heerewaarden,
2002,Heerewaarden,
2003,Heerewaarden,
2004,Heerewaarden,
2005,Heerewaarden,
2006,Heerewaarden,
2007,Heerewaarden,
2008,Heerewaarden,
2009,Heerewaarden,
2010,Heerewaarden,
2011,Heerewaarden,
2012,Heerewaarden,
2013,Heerewaarden,
2014,Heerewaarden,
2015,Heerewaarden,
2016,Heerewaarden,
2017,Heerewaarden,
2018**,Heerewaarden,
2019*,Heerewaarden,
2020*,Heerewaarden,
1997,Heerhugowaard,84.0
1998,Heerhugowaard,78.0
1999,Heerhugowaard,79.0
2000,Heerhugowaard,79.0
2001,Heerhugowaard,118.0
2002,Heerhugowaard,126.0
2003,Heerhugowaard,126.0
2004,Heerhugowaard,127.0
2005,Heerhugowaard,190.0
2006,Heerhugowaard,193.0
2007,Heerhugowaard,198.0
2008,Heerhugowaard,213.0
2009,Heerhugowaard,225.0
2010,Heerhugowaard,225.0
2011,Heerhugowaard,222.0
2012,Heerhugowaard,217.0
2013,Heerhugowaard,211.0
2014,Heerhugowaard,202.0
2015,Heerhugowaard,197.0
2016,Heerhugowaard,197.0
2017,Heerhugowaard,200.0
2018**,Heerhugowaard,211.0
2019*,Heerhugowaard,227.0
2020*,Heerhugowaard,252.0
1997,Heerjansdam,80.0
1998,Heerjansdam,80.0
1999,Heerjansdam,80.0
2000,Heerjansdam,79.0
2001,Heerjansdam,140.0
2002,Heerjansdam,
2003,Heerjansdam,
2004,Heerjansdam,
2005,Heerjansdam,
2006,Heerjansdam,
2007,Heerjansdam,
2008,Heerjansdam,
2009,Heerjansdam,
2010,Heerjansdam,
2011,Heerjansdam,
2012,Heerjansdam,
2013,Heerjansdam,
2014,Heerjansdam,
2015,Heerjansdam,
2016,Heerjansdam,
2017,Heerjansdam,
2018**,Heerjansdam,
2019*,Heerjansdam,
2020*,Heerjansdam,
1997,Heerlen,67.0
1998,Heerlen,67.0
1999,Heerlen,67.0
2000,Heerlen,68.0
2001,Heerlen,101.0
2002,Heerlen,101.0
2003,Heerlen,101.0
2004,Heerlen,102.0
2005,Heerlen,130.0
2006,Heerlen,129.0
2007,Heerlen,135.0
2008,Heerlen,134.0
2009,Heerlen,137.0
2010,Heerlen,139.0
2011,Heerlen,135.0
2012,Heerlen,133.0
2013,Heerlen,129.0
2014,Heerlen,123.0
2015,Heerlen,119.0
2016,Heerlen,123.0
2017,Heerlen,124.0
2018**,Heerlen,129.0
2019*,Heerlen,135.0
2020*,Heerlen,148.0
1997,Heeze-Leende,105.0
1998,Heeze-Leende,105.0
1999,Heeze-Leende,106.0
2000,Heeze-Leende,107.0
2001,Heeze-Leende,197.0
2002,Heeze-Leende,198.0
2003,Heeze-Leende,199.0
2004,Heeze-Leende,200.0
2005,Heeze-Leende,311.0
2006,Heeze-Leende,310.0
2007,Heeze-Leende,334.0
2008,Heeze-Leende,360.0
2009,Heeze-Leende,371.0
2010,Heeze-Leende,370.0
2011,Heeze-Leende,358.0
2012,Heeze-Leende,347.0
2013,Heeze-Leende,330.0
2014,Heeze-Leende,311.0
2015,Heeze-Leende,302.0
2016,Heeze-Leende,307.0
2017,Heeze-Leende,311.0
2018**,Heeze-Leende,323.0
2019*,Heeze-Leende,339.0
2020*,Heeze-Leende,358.0
1997,Heiloo,104.0
1998,Heiloo,104.0
1999,Heiloo,104.0
2000,Heiloo,104.0
2001,Heiloo,186.0
2002,Heiloo,186.0
2003,Heiloo,185.0
2004,Heiloo,187.0
2005,Heiloo,285.0
2006,Heiloo,286.0
2007,Heiloo,296.0
2008,Heiloo,326.0
2009,Heiloo,341.0
2010,Heiloo,347.0
2011,Heiloo,335.0
2012,Heiloo,323.0
2013,Heiloo,309.0
2014,Heiloo,288.0
2015,Heiloo,277.0
2016,Heiloo,281.0
2017,Heiloo,291.0
2018**,Heiloo,305.0
2019*,Heiloo,338.0
2020*,Heiloo,364.0
1997,Heino,85.0
1998,Heino,85.0
1999,Heino,85.0
2000,Heino,85.0
2001,Heino,
2002,Heino,
2003,Heino,
2004,Heino,
2005,Heino,
2006,Heino,
2007,Heino,
2008,Heino,
2009,Heino,
2010,Heino,
2011,Heino,
2012,Heino,
2013,Heino,
2014,Heino,
2015,Heino,
2016,Heino,
2017,Heino,
2018**,Heino,
2019*,Heino,
2020*,Heino,
1997,Helden,102.0
1998,Helden,102.0
1999,Helden,103.0
2000,Helden,104.0
2001,Helden,152.0
2002,Helden,153.0
2003,Helden,153.0
2004,Helden,154.0
2005,Helden,224.0
2006,Helden,225.0
2007,Helden,242.0
2008,Helden,254.0
2009,Helden,259.0
2010,Helden,
2011,Helden,
2012,Helden,
2013,Helden,
2014,Helden,
2015,Helden,
2016,Helden,
2017,Helden,
2018**,Helden,
2019*,Helden,
2020*,Helden,
1997,Den Helder,50.0
1998,Den Helder,50.0
1999,Den Helder,51.0
2000,Den Helder,51.0
2001,Den Helder,83.0
2002,Den Helder,83.0
2003,Den Helder,84.0
2004,Den Helder,84.0
2005,Den Helder,144.0
2006,Den Helder,145.0
2007,Den Helder,153.0
2008,Den Helder,163.0
2009,Den Helder,163.0
2010,Den Helder,162.0
2011,Den Helder,162.0
2012,Den Helder,159.0
2013,Den Helder,155.0
2014,Den Helder,147.0
2015,Den Helder,142.0
2016,Den Helder,142.0
2017,Den Helder,142.0
2018**,Den Helder,146.0
2019*,Den Helder,153.0
2020*,Den Helder,161.0
1997,Hellendoorn,92.0
1998,Hellendoorn,92.0
1999,Hellendoorn,92.0
2000,Hellendoorn,92.0
2001,Hellendoorn,139.0
2002,Hellendoorn,139.0
2003,Hellendoorn,140.0
2004,Hellendoorn,141.0
2005,Hellendoorn,217.0
2006,Hellendoorn,217.0
2007,Hellendoorn,235.0
2008,Hellendoorn,249.0
2009,Hellendoorn,259.0
2010,Hellendoorn,262.0
2011,Hellendoorn,254.0
2012,Hellendoorn,250.0
2013,Hellendoorn,239.0
2014,Hellendoorn,224.0
2015,Hellendoorn,218.0
2016,Hellendoorn,218.0
2017,Hellendoorn,222.0
2018**,Hellendoorn,229.0
2019*,Hellendoorn,242.0
2020*,Hellendoorn,256.0
1997,Hellevoetsluis,84.0
1998,Hellevoetsluis,84.0
1999,Hellevoetsluis,85.0
2000,Hellevoetsluis,86.0
2001,Hellevoetsluis,126.0
2002,Hellevoetsluis,124.0
2003,Hellevoetsluis,126.0
2004,Hellevoetsluis,128.0
2005,Hellevoetsluis,178.0
2006,Hellevoetsluis,178.0
2007,Hellevoetsluis,198.0
2008,Hellevoetsluis,218.0
2009,Hellevoetsluis,226.0
2010,Hellevoetsluis,229.0
2011,Hellevoetsluis,223.0
2012,Hellevoetsluis,214.0
2013,Hellevoetsluis,206.0
2014,Hellevoetsluis,195.0
2015,Hellevoetsluis,189.0
2016,Hellevoetsluis,190.0
2017,Hellevoetsluis,195.0
2018**,Hellevoetsluis,203.0
2019*,Hellevoetsluis,213.0
2020*,Hellevoetsluis,230.0
1997,Helmond,61.0
1998,Helmond,63.0
1999,Helmond,64.0
2000,Helmond,64.0
2001,Helmond,122.0
2002,Helmond,123.0
2003,Helmond,124.0
2004,Helmond,125.0
2005,Helmond,192.0
2006,Helmond,193.0
2007,Helmond,208.0
2008,Helmond,227.0
2009,Helmond,237.0
2010,Helmond,236.0
2011,Helmond,232.0
2012,Helmond,225.0
2013,Helmond,218.0
2014,Helmond,206.0
2015,Helmond,200.0
2016,Helmond,196.0
2017,Helmond,198.0
2018**,Helmond,205.0
2019*,Helmond,215.0
2020*,Helmond,229.0
1997,Hendrik-Ido-Ambacht,79.0
1998,Hendrik-Ido-Ambacht,79.0
1999,Hendrik-Ido-Ambacht,79.0
2000,Hendrik-Ido-Ambacht,79.0
2001,Hendrik-Ido-Ambacht,133.0
2002,Hendrik-Ido-Ambacht,132.0
2003,Hendrik-Ido-Ambacht,133.0
2004,Hendrik-Ido-Ambacht,137.0
2005,Hendrik-Ido-Ambacht,206.0
2006,Hendrik-Ido-Ambacht,210.0
2007,Hendrik-Ido-Ambacht,221.0
2008,Hendrik-Ido-Ambacht,231.0
2009,Hendrik-Ido-Ambacht,241.0
2010,Hendrik-Ido-Ambacht,247.0
2011,Hendrik-Ido-Ambacht,243.0
2012,Hendrik-Ido-Ambacht,240.0
2013,Hendrik-Ido-Ambacht,231.0
2014,Hendrik-Ido-Ambacht,215.0
2015,Hendrik-Ido-Ambacht,208.0
2016,Hendrik-Ido-Ambacht,214.0
2017,Hendrik-Ido-Ambacht,220.0
2018**,Hendrik-Ido-Ambacht,234.0
2019*,Hendrik-Ido-Ambacht,252.0
2020*,Hendrik-Ido-Ambacht,280.0
1997,Hengelo (Gld.),98.0
1998,Hengelo (Gld.),98.0
1999,Hengelo (Gld.),98.0
2000,Hengelo (Gld.),99.0
2001,Hengelo (Gld.),148.0
2002,Hengelo (Gld.),
2003,Hengelo (Gld.),
2004,Hengelo (Gld.),
2005,Hengelo (Gld.),
2006,Hengelo (Gld.),
2007,Hengelo (Gld.),
2008,Hengelo (Gld.),
2009,Hengelo (Gld.),
2010,Hengelo (Gld.),
2011,Hengelo (Gld.),
2012,Hengelo (Gld.),
2013,Hengelo (Gld.),
2014,Hengelo (Gld.),
2015,Hengelo (Gld.),
2016,Hengelo (Gld.),
2017,Hengelo (Gld.),
2018**,Hengelo (Gld.),
2019*,Hengelo (Gld.),
2020*,Hengelo (Gld.),
1997,Hengelo (O.),59.0
1998,Hengelo (O.),60.0
1999,Hengelo (O.),61.0
2000,Hengelo (O.),61.0
2001,Hengelo (O.),107.0
2002,Hengelo (O.),107.0
2003,Hengelo (O.),108.0
2004,Hengelo (O.),108.0
2005,Hengelo (O.),163.0
2006,Hengelo (O.),163.0
2007,Hengelo (O.),179.0
2008,Hengelo (O.),189.0
2009,Hengelo (O.),193.0
2010,Hengelo (O.),193.0
2011,Hengelo (O.),189.0
2012,Hengelo (O.),185.0
2013,Hengelo (O.),180.0
2014,Hengelo (O.),168.0
2015,Hengelo (O.),162.0
2016,Hengelo (O.),166.0
2017,Hengelo (O.),168.0
2018**,Hengelo (O.),175.0
2019*,Hengelo (O.),186.0
2020*,Hengelo (O.),201.0
1997,'s-Hertogenbosch,87.0
1998,'s-Hertogenbosch,88.0
1999,'s-Hertogenbosch,88.0
2000,'s-Hertogenbosch,87.0
2001,'s-Hertogenbosch,141.0
2002,'s-Hertogenbosch,141.0
2003,'s-Hertogenbosch,142.0
2004,'s-Hertogenbosch,143.0
2005,'s-Hertogenbosch,214.0
2006,'s-Hertogenbosch,214.0
2007,'s-Hertogenbosch,234.0
2008,'s-Hertogenbosch,253.0
2009,'s-Hertogenbosch,263.0
2010,'s-Hertogenbosch,266.0
2011,'s-Hertogenbosch,255.0
2012,'s-Hertogenbosch,252.0
2013,'s-Hertogenbosch,235.0
2014,'s-Hertogenbosch,221.0
2015,'s-Hertogenbosch,220.0
2016,'s-Hertogenbosch,228.0
2017,'s-Hertogenbosch,238.0
2018**,'s-Hertogenbosch,256.0
2019*,'s-Hertogenbosch,278.0
2020*,'s-Hertogenbosch,295.0
1997,Heteren,94.0
1998,Heteren,93.0
1999,Heteren,90.0
2000,Heteren,96.0
2001,Heteren,
2002,Heteren,
2003,Heteren,
2004,Heteren,
2005,Heteren,
2006,Heteren,
2007,Heteren,
2008,Heteren,
2009,Heteren,
2010,Heteren,
2011,Heteren,
2012,Heteren,
2013,Heteren,
2014,Heteren,
2015,Heteren,
2016,Heteren,
2017,Heteren,
2018**,Heteren,
2019*,Heteren,
2020*,Heteren,
1997,Heumen,111.0
1998,Heumen,111.0
1999,Heumen,112.0
2000,Heumen,113.0
2001,Heumen,175.0
2002,Heumen,175.0
2003,Heumen,180.0
2004,Heumen,179.0
2005,Heumen,280.0
2006,Heumen,280.0
2007,Heumen,298.0
2008,Heumen,312.0
2009,Heumen,325.0
2010,Heumen,326.0
2011,Heumen,317.0
2012,Heumen,308.0
2013,Heumen,295.0
2014,Heumen,271.0
2015,Heumen,263.0
2016,Heumen,259.0
2017,Heumen,260.0
2018**,Heumen,269.0
2019*,Heumen,280.0
2020*,Heumen,303.0
1997,Heusden,84.0
1998,Heusden,83.0
1999,Heusden,84.0
2000,Heusden,85.0
2001,Heusden,164.0
2002,Heusden,164.0
2003,Heusden,165.0
2004,Heusden,165.0
2005,Heusden,251.0
2006,Heusden,253.0
2007,Heusden,275.0
2008,Heusden,285.0
2009,Heusden,297.0
2010,Heusden,304.0
2011,Heusden,291.0
2012,Heusden,283.0
2013,Heusden,278.0
2014,Heusden,267.0
2015,Heusden,255.0
2016,Heusden,253.0
2017,Heusden,258.0
2018**,Heusden,265.0
2019*,Heusden,275.0
2020*,Heusden,293.0
1997,Heythuysen,94.0
1998,Heythuysen,94.0
1999,Heythuysen,94.0
2000,Heythuysen,95.0
2001,Heythuysen,150.0
2002,Heythuysen,151.0
2003,Heythuysen,151.0
2004,Heythuysen,152.0
2005,Heythuysen,217.0
2006,Heythuysen,218.0
2007,Heythuysen,
2008,Heythuysen,
2009,Heythuysen,
2010,Heythuysen,
2011,Heythuysen,
2012,Heythuysen,
2013,Heythuysen,
2014,Heythuysen,
2015,Heythuysen,
2016,Heythuysen,
2017,Heythuysen,
2018**,Heythuysen,
2019*,Heythuysen,
2020*,Heythuysen,
1997,Hillegom,106.0
1998,Hillegom,107.0
1999,Hillegom,105.0
2000,Hillegom,105.0
2001,Hillegom,159.0
2002,Hillegom,159.0
2003,Hillegom,159.0
2004,Hillegom,159.0
2005,Hillegom,239.0
2006,Hillegom,240.0
2007,Hillegom,251.0
2008,Hillegom,261.0
2009,Hillegom,267.0
2010,Hillegom,270.0
2011,Hillegom,262.0
2012,Hillegom,255.0
2013,Hillegom,248.0
2014,Hillegom,226.0
2015,Hillegom,223.0
2016,Hillegom,223.0
2017,Hillegom,227.0
2018**,Hillegom,239.0
2019*,Hillegom,261.0
2020*,Hillegom,292.0
1997,Hilvarenbeek,116.0
1998,Hilvarenbeek,116.0
1999,Hilvarenbeek,116.0
2000,Hilvarenbeek,116.0
2001,Hilvarenbeek,181.0
2002,Hilvarenbeek,181.0
2003,Hilvarenbeek,181.0
2004,Hilvarenbeek,183.0
2005,Hilvarenbeek,288.0
2006,Hilvarenbeek,290.0
2007,Hilvarenbeek,314.0
2008,Hilvarenbeek,336.0
2009,Hilvarenbeek,347.0
2010,Hilvarenbeek,339.0
2011,Hilvarenbeek,329.0
2012,Hilvarenbeek,323.0
2013,Hilvarenbeek,307.0
2014,Hilvarenbeek,293.0
2015,Hilvarenbeek,284.0
2016,Hilvarenbeek,282.0
2017,Hilvarenbeek,287.0
2018**,Hilvarenbeek,296.0
2019*,Hilvarenbeek,310.0
2020*,Hilvarenbeek,328.0
1997,Hilversum,99.0
1998,Hilversum,97.0
1999,Hilversum,97.0
2000,Hilversum,97.0
2001,Hilversum,165.0
2002,Hilversum,165.0
2003,Hilversum,165.0
2004,Hilversum,165.0
2005,Hilversum,243.0
2006,Hilversum,243.0
2007,Hilversum,258.0
2008,Hilversum,279.0
2009,Hilversum,290.0
2010,Hilversum,292.0
2011,Hilversum,282.0
2012,Hilversum,277.0
2013,Hilversum,265.0
2014,Hilversum,252.0
2015,Hilversum,245.0
2016,Hilversum,250.0
2017,Hilversum,262.0
2018**,Hilversum,276.0
2019*,Hilversum,314.0
2020*,Hilversum,337.0
1997,Hoeksche Waard,
1998,Hoeksche Waard,
1999,Hoeksche Waard,
2000,Hoeksche Waard,
2001,Hoeksche Waard,
2002,Hoeksche Waard,
2003,Hoeksche Waard,
2004,Hoeksche Waard,
2005,Hoeksche Waard,
2006,Hoeksche Waard,
2007,Hoeksche Waard,
2008,Hoeksche Waard,
2009,Hoeksche Waard,
2010,Hoeksche Waard,
2011,Hoeksche Waard,
2012,Hoeksche Waard,
2013,Hoeksche Waard,
2014,Hoeksche Waard,
2015,Hoeksche Waard,
2016,Hoeksche Waard,
2017,Hoeksche Waard,
2018**,Hoeksche Waard,
2019*,Hoeksche Waard,248.0
2020*,Hoeksche Waard,266.0
1997,Hoevelaken,126.0
1998,Hoevelaken,126.0
1999,Hoevelaken,126.0
2000,Hoevelaken,
2001,Hoevelaken,
2002,Hoevelaken,
2003,Hoevelaken,
2004,Hoevelaken,
2005,Hoevelaken,
2006,Hoevelaken,
2007,Hoevelaken,
2008,Hoevelaken,
2009,Hoevelaken,
2010,Hoevelaken,
2011,Hoevelaken,
2012,Hoevelaken,
2013,Hoevelaken,
2014,Hoevelaken,
2015,Hoevelaken,
2016,Hoevelaken,
2017,Hoevelaken,
2018**,Hoevelaken,
2019*,Hoevelaken,
2020*,Hoevelaken,
1997,Hof van Twente,
1998,Hof van Twente,
1999,Hof van Twente,
2000,Hof van Twente,
2001,Hof van Twente,146.0
2002,Hof van Twente,146.0
2003,Hof van Twente,147.0
2004,Hof van Twente,148.0
2005,Hof van Twente,218.0
2006,Hof van Twente,218.0
2007,Hof van Twente,235.0
2008,Hof van Twente,249.0
2009,Hof van Twente,258.0
2010,Hof van Twente,264.0
2011,Hof van Twente,259.0
2012,Hof van Twente,250.0
2013,Hof van Twente,242.0
2014,Hof van Twente,230.0
2015,Hof van Twente,225.0
2016,Hof van Twente,224.0
2017,Hof van Twente,227.0
2018**,Hof van Twente,232.0
2019*,Hof van Twente,240.0
2020*,Hof van Twente,252.0
1997,Het Hogeland,
1998,Het Hogeland,
1999,Het Hogeland,
2000,Het Hogeland,
2001,Het Hogeland,
2002,Het Hogeland,
2003,Het Hogeland,
2004,Het Hogeland,
2005,Het Hogeland,
2006,Het Hogeland,
2007,Het Hogeland,
2008,Het Hogeland,
2009,Het Hogeland,
2010,Het Hogeland,
2011,Het Hogeland,
2012,Het Hogeland,
2013,Het Hogeland,
2014,Het Hogeland,
2015,Het Hogeland,
2016,Het Hogeland,
2017,Het Hogeland,
2018**,Het Hogeland,
2019*,Het Hogeland,165.0
2020*,Het Hogeland,174.0
1997,Hollands Kroon,
1998,Hollands Kroon,
1999,Hollands Kroon,
2000,Hollands Kroon,
2001,Hollands Kroon,
2002,Hollands Kroon,
2003,Hollands Kroon,
2004,Hollands Kroon,
2005,Hollands Kroon,
2006,Hollands Kroon,
2007,Hollands Kroon,
2008,Hollands Kroon,
2009,Hollands Kroon,
2010,Hollands Kroon,
2011,Hollands Kroon,
2012,Hollands Kroon,224.0
2013,Hollands Kroon,216.0
2014,Hollands Kroon,205.0
2015,Hollands Kroon,197.0
2016,Hollands Kroon,198.0
2017,Hollands Kroon,201.0
2018**,Hollands Kroon,205.0
2019*,Hollands Kroon,214.0
2020*,Hollands Kroon,223.0
1997,Holten,88.0
1998,Holten,89.0
1999,Holten,90.0
2000,Holten,90.0
2001,Holten,
2002,Holten,
2003,Holten,
2004,Holten,
2005,Holten,
2006,Holten,
2007,Holten,
2008,Holten,
2009,Holten,
2010,Holten,
2011,Holten,
2012,Holten,
2013,Holten,
2014,Holten,
2015,Holten,
2016,Holten,
2017,Holten,
2018**,Holten,
2019*,Holten,
2020*,Holten,
1997,Hontenisse,62.0
1998,Hontenisse,63.0
1999,Hontenisse,64.0
2000,Hontenisse,65.0
2001,Hontenisse,87.0
2002,Hontenisse,
2003,Hontenisse,
2004,Hontenisse,
2005,Hontenisse,
2006,Hontenisse,
2007,Hontenisse,
2008,Hontenisse,
2009,Hontenisse,
2010,Hontenisse,
2011,Hontenisse,
2012,Hontenisse,
2013,Hontenisse,
2014,Hontenisse,
2015,Hontenisse,
2016,Hontenisse,
2017,Hontenisse,
2018**,Hontenisse,
2019*,Hontenisse,
2020*,Hontenisse,
